ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country,Unnamed: 18
205928,GAN,679,35.761,139.718,27.3761,2019-01-06,22:49,2019-01-06,13:49,2,,,clear,Orion,,,Japan,
205929,GAN,680,35.7633,139.71,25.1157,2019-01-06,22:48,2019-01-06,13:48,2,,,clear,Orion,,,Japan,
205930,GAN,681,35.8298,139.807,8.08567,2019-01-06,22:55,2019-01-06,13:55,2,,,clear,Orion,,,Japan,
205931,GAN,682,35.7163,139.346,118.209,2019-01-06,22:55,2019-01-06,13:55,1,,,clear,Orion,,,Japan,
205932,GAN,683,35.7181,139.346,119.666,2019-01-06,22:59,2019-01-06,13:59,1,,,clear,Orion,,,Japan,
205933,GAN,684,35.9913,139.553,22.0666,2019-01-06,22:00,2019-01-06,13:00,3,,,clear,Orion,,,Japan,
205934,GAN,685,35.3299,139.404,9.42729,2019-01-05,23:25,2019-01-05,14:25,3,,,1/4 of sky,Orion,,,Japan,
205935,GAN,686,38.0366,140.724,17.5662,2019-01-06,23:30,2019-01-06,14:30,4,,,1/4 of sky,Orion,,,Japan,
205936,GAN,687,35.7689,139.7,29.2239,2019-01-05,21:33,2019-01-05,12:33,1,,,1/4 of sky,Orion,,,Japan,
205938,GAN,690,35.7704,139.743,4.7658,2019-01-07,00:00,2019-01-06,15:00,1,,,1/4 of sky,Orion,,,Japan,
205939,GAN,691,35.6999,139.746,15.1011,2019-01-06,23:59,2019-01-06,14:59,2,,,clear,Orion,,,Japan,
205940,GAN,692,35.7313,139.745,27.7032,2019-01-06,22:10,2019-01-06,13:10,2,,,clear,Orion,,,Japan,
205941,GAN,694,35.8213,139.789,6.19254,2019-01-07,21:30,2019-01-07,12:30,2,,,1/4 of sky,Orion,,,Japan,
205942,GAN,695,35.9359,139.775,8.95945,2019-01-07,00:21,2019-01-06,15:21,2,,,1/4 of sky,Orion,,,Japan,
205943,GAN,697,35.9359,139.775,8.95945,2019-01-07,21:39,2019-01-07,12:39,2,,,1/4 of sky,Orion,,,Japan,
205944,GAN,698,35.7528,139.733,20.0623,2019-01-06,21:30,2019-01-06,12:30,2,,,1/4 of sky,Orion,,,Japan,
205945,GAN,699,35.7909,139.668,6.47318,2019-01-06,21:25,2019-01-06,12:25,-9999,,,1/4 of sky,Orion,,,Japan,
205946,GAN,700,35.791,139.673,6.46728,2019-01-07,00:32,2019-01-06,15:32,2,,,1/4 of sky,Orion,,,Japan,
205947,GAN,701,35.9359,139.775,8.95945,2019-01-06,21:24,2019-01-06,12:24,2,,,1/4 of sky,Orion,,,Japan,
205948,GAN,702,35.9359,139.775,8.95945,2019-01-07,00:36,2019-01-06,15:36,4,,,clear,Orion,,,Japan,
205950,GAN,704,35.4417,139.351,49.1849,2019-01-06,21:40,2019-01-06,12:40,2,,,1/4 of sky,Orion,,,Japan,
205951,GAN,705,35.7607,139.705,32.2745,2019-01-07,01:35,2019-01-06,16:35,3,,,clear,Orion,,,Japan,
205952,GAN,708,35.7757,139.675,19.1389,2019-01-07,01:47,2019-01-06,16:47,2,,,clear,Orion,,,Japan,
205960,GAN,717,35.7252,139.74,25.3072,2019-01-07,21:00,2019-01-07,12:00,2,,,clear,Orion,,,Japan,
205976,GAN,740,35.4874,139.658,4.844,2019-01-06,22:44,2019-01-06,13:44,2,,,1/2 of sky,Orion,,,Japan,
205980,GAN,744,35.742,139.506,70.8635,2019-01-06,19:00,2019-01-06,10:00,3,,,clear,Orion,,,Japan,
206007,GAN,775,35.6973,139.691,28.6275,2019-01-07,21:55,2019-01-07,12:55,-9999,,,1/2 of sky,Orion,,,Japan,
206008,GAN,776,35.6973,139.691,28.6275,2019-01-07,21:55,2019-01-07,12:55,-9999,,,1/2 of sky,Orion,,,Japan,
206011,GAN,780,35.7849,139.675,5.57141,2019-01-06,20:35,2019-01-06,11:35,2,,,clear,Orion,,,Japan,
206013,GAN,782,35.671,139.605,47.8101,2019-01-07,21:05,2019-01-07,12:05,-9999,,,clear,Orion,,,Japan,
206014,GAN,783,35.671,139.605,47.8101,2019-01-07,21:05,2019-01-07,12:05,-9999,,,clear,Orion,,,Japan,
206015,GAN,784,35.6591,139.701,15.1866,2019-01-07,19:52,2019-01-07,10:52,1,,,1/4 of sky,Orion,,,Japan,
206016,GAN,785,35.7232,139.75,26.5277,2019-01-05,18:10,2019-01-05,09:10,-9999,,,clear,Orion,,,Japan,
206017,GAN,786,35.6714,139.605,47.4859,2019-01-06,21:05,2019-01-06,12:05,1,,,1/4 of sky,Orion,,,Japan,
206018,GAN,787,35.6591,139.701,15.1866,2019-01-05,19:52,2019-01-05,10:52,1,,,1/4 of sky,Orion,,,Japan,
206019,GAN,788,35.7772,139.721,8.5,2019-01-05,19:32,2019-01-05,10:32,-9999,,,1/4 of sky,Orion,,,Japan,
206020,GAN,789,35.7772,139.721,8.5,2019-01-05,19:32,2019-01-05,10:32,-9999,,,1/4 of sky,Orion,,,Japan,
206021,GAN,790,35.7766,139.603,40.3883,2019-01-05,22:30,2019-01-05,13:30,2,,,clear,Orion,,,Japan,
206022,GAN,791,35.5298,139.702,18.0,2019-01-06,20:30,2019-01-06,11:30,1,,,1/2 of sky,Orion,,,Japan,
206024,GAN,793,35.6212,140.137,13.8341,2019-01-06,20:04,2019-01-06,11:04,3,,,1/4 of sky,Orion,,,Japan,
206028,GAN,797,35.6911,139.689,40.5284,2019-01-04,17:37,2019-01-04,08:37,-9999,,,1/4 of sky,Orion,1,,Japan,
206029,GAN,798,36.3606,138.198,473.548,2019-01-06,23:15,2019-01-06,14:15,5,,,1/4 of sky,Orion,,"Unfortunately I see the clear sky from my country SIODA,so I don't have to sleep...oh and eat tonight. Cause I want to know more knowledge of Star in the night sky.",Japan,
206030,GAN,799,35.7236,139.75,26.9655,2019-01-07,17:26,2019-01-07,08:26,-9999,,,clear,Orion,,,Japan,
206031,GAN,800,35.7251,139.751,27.2226,2019-01-07,18:04,2019-01-07,09:04,2,,,1/4 of sky,Orion,,,Japan,
206032,GAN,801,35.7251,139.751,27.2226,2019-01-05,20:04,2019-01-05,11:04,2,,,1/4 of sky,Orion,,,Japan,
206033,GAN,803,34.9917,135.734,18.3402,2019-01-02,18:19,2019-01-02,09:19,1,,,1/4 of sky,Orion,,,Japan,
206034,GAN,805,35.7688,139.702,24.603,2019-01-07,18:37,2019-01-07,09:37,-9999,,,1/4 of sky,Orion,,,Japan,
206035,GAN,806,35.7404,139.477,76.8758,2019-01-07,19:01,2019-01-07,10:01,1,,,clear,Orion,,,Japan,
206036,GAN,807,35.8587,139.983,24.655,2019-01-07,19:08,2019-01-07,10:08,-9999,,,1/4 of sky,Orion,,,Japan,
206037,GAN,809,35.9359,139.775,8.95945,2019-01-07,19:24,2019-01-07,10:24,3,,,clear,Orion,,,Japan,
206038,GAN,810,35.7853,139.786,5.39791,2019-01-07,19:26,2019-01-07,10:26,1,,,1/2 of sky,Orion,,,Japan,
206039,GAN,812,35.722,139.751,23.0523,2019-01-07,19:34,2019-01-07,10:34,1,,,1/4 of sky,Orion,,,Japan,
206040,GAN,813,35.7761,139.696,27.8943,2019-01-07,19:34,2019-01-07,10:34,2,,,clear,Orion,,,Japan,
206041,GAN,814,35.099,138.903,19.0725,2019-01-07,19:46,2019-01-07,10:46,1,,,over 1/2 of sky,Orion,,,Japan,
206042,GAN,815,35.099,138.903,19.0725,2019-01-07,19:46,2019-01-07,10:46,1,,,over 1/2 of sky,Orion,,,Japan,
206043,GAN,816,35.8915,139.497,13.4554,2019-01-07,19:57,2019-01-07,10:57,1,,,over 1/2 of sky,Orion,,,Japan,
206044,GAN,817,35.5157,139.682,1.97178,2019-01-07,19:56,2019-01-07,10:56,2,,,1/4 of sky,Orion,,,Japan,
206045,GAN,818,35.5157,139.682,1.97178,2019-01-07,19:56,2019-01-07,10:56,2,,,1/4 of sky,Orion,,,Japan,
206046,GAN,819,35.6812,139.767,1.09675,2019-01-07,19:57,2019-01-07,10:57,2,,,1/4 of sky,Orion,,,Japan,
206047,GAN,820,35.5382,139.759,4.33869,2019-01-07,19:58,2019-01-07,10:58,-9999,,,clear,Orion,,,Japan,
206048,GAN,821,35.7233,139.751,25.0065,2019-01-07,19:59,2019-01-07,10:59,2,,,1/4 of sky,Orion,,,Japan,
206049,GAN,822,35.7237,139.751,24.0205,2019-01-07,19:59,2019-01-07,10:59,1,,,clear,Orion,,,Japan,
206050,GAN,824,35.7215,139.752,21.0574,2019-01-07,19:54,2019-01-07,10:54,-9999,,,1/4 of sky,Orion,,,Japan,
206051,GAN,825,35.7232,139.75,25.6483,2019-01-07,20:04,2019-01-07,11:04,-9999,,,clear,Orion,,,Japan,
206052,GAN,826,35.7158,139.974,19.9442,2019-01-07,19:59,2019-01-07,10:59,-9999,,,1/2 of sky,Orion,,,Japan,
206053,GAN,827,35.7238,139.75,25.3981,2019-01-07,20:08,2019-01-07,11:08,-9999,,,1/4 of sky,Orion,,,Japan,
206054,GAN,828,35.4883,139.642,10.3976,2019-01-07,20:11,2019-01-07,11:11,2,,,1/2 of sky,Orion,,,Japan,
206055,GAN,829,35.743,139.648,42.3158,2019-01-07,20:12,2019-01-07,11:12,2,,,1/4 of sky,Orion,,,Japan,
206056,GAN,830,35.8734,139.637,16.9169,2019-01-07,20:37,2019-01-07,11:37,3,,,1/4 of sky,Orion,,,Japan,
206057,GAN,831,35.3424,139.482,14.2023,2019-01-07,20:41,2019-01-07,11:41,2,,,1/2 of sky,Orion,,,Japan,
206058,GAN,832,35.3752,139.577,49.4169,2019-01-07,20:27,2019-01-07,11:27,-9999,,,1/2 of sky,Orion,,,Japan,
206059,GAN,833,35.8255,139.705,6.0,2019-01-07,20:56,2019-01-07,11:56,2,,,clear,Orion,,,Japan,
206060,GAN,834,35.4417,139.351,49.0473,2019-01-06,21:30,2019-01-06,12:30,2,,,1/2 of sky,Orion,,,Japan,
206061,GAN,835,35.6816,139.769,3.72714,2019-01-07,21:11,2019-01-07,12:11,1,,,clear,Orion,,,Japan,
206062,GAN,836,35.856,139.976,25.6765,2019-01-07,21:12,2019-01-07,12:12,3,,,clear,Orion,,,Japan,
206063,GAN,837,35.6155,140.162,31.3849,2019-01-07,21:22,2019-01-07,12:22,3,,,clear,Orion,,,Japan,
206064,GAN,838,35.7167,139.753,8.58112,2019-01-07,21:25,2019-01-07,12:25,-9999,,,1/4 of sky,Orion,,,Japan,
206065,GAN,839,35.7203,139.751,11.6676,2019-01-07,21:26,2019-01-07,12:26,-9999,,,1/4 of sky,Orion,,,Japan,
206066,GAN,840,35.3824,139.507,50.5787,2019-01-07,21:25,2019-01-07,12:25,3,,,1/4 of sky,Orion,,,Japan,
206067,GAN,841,35.762,139.916,26.5488,2019-01-07,21:25,2019-01-07,12:25,3,,,1/2 of sky,Orion,,,Japan,
206068,GAN,842,35.671,139.6,51.9803,2019-01-07,21:25,2019-01-07,12:25,1,,,1/4 of sky,Orion,,,Japan,
206069,GAN,844,35.7704,139.743,4.7658,2019-01-07,21:33,2019-01-07,12:33,1,,,1/2 of sky,Orion,,,Japan,
206070,GAN,846,35.7704,139.743,4.7658,2019-01-07,21:44,2019-01-07,12:44,1,,,over 1/2 of sky,Orion,,,Japan,
206071,GAN,848,35.93,139.773,7.38585,2019-01-07,21:48,2019-01-07,12:48,2,,,1/4 of sky,Orion,,,Japan,
206072,GAN,849,35.7258,139.611,47.0856,2019-01-07,21:58,2019-01-07,12:58,2,,,clear,Orion,,,Japan,
206073,GAN,850,35.7167,139.935,3.51759,2019-01-07,21:58,2019-01-07,12:58,-9999,,,clear,Orion,,,Japan,
206075,GAN,852,35.7167,139.935,3.51759,2019-01-07,21:58,2019-01-07,12:58,-9999,,,clear,Orion,,,Japan,
206076,GAN,853,35.7234,139.683,33.4354,2019-01-07,22:29,2019-01-07,13:29,2,,,1/4 of sky,Orion,,,Japan,
206079,GAN,856,35.9125,139.48,24.0064,2019-01-07,22:42,2019-01-07,13:42,1,,,1/2 of sky,Orion,,,Japan,
206083,GAN,861,35.709,139.732,5.46657,2019-01-07,22:56,2019-01-07,13:56,7,,,clear,Orion,,,Japan,
206086,GAN,864,35.7084,139.773,5.96201,2019-01-07,23:10,2019-01-07,14:10,1,,,1/4 of sky,Orion,,,Japan,
206088,GAN,871,35.6756,139.481,61.1848,2019-01-07,23:30,2019-01-07,14:30,1,,,1/4 of sky,Orion,,,Japan,
206089,GAN,872,35.7124,139.451,88.0917,2019-01-07,23:57,2019-01-07,14:57,2,,,clear,Orion,,,Japan,
206095,GAN,878,35.5466,139.439,83.6124,2019-01-07,22:57,2019-01-07,13:57,-9999,,,1/4 of sky,Orion,,,Japan,
206098,GAN,882,35.728,139.752,25.3136,2019-01-07,23:15,2019-01-07,14:15,-9999,,,over 1/2 of sky,Orion,,,Japan,
206099,GAN,883,36.3808,140.249,43.1834,2019-01-07,19:00,2019-01-07,10:00,3,,,clear,Orion,,,Japan,
206100,GAN,886,35.6531,139.747,4.22325,2019-01-07,21:10,2019-01-07,12:10,1,,,clear,Orion,,,Japan,
206103,GAN,890,35.7236,139.75,26.9655,2019-01-07,00:00,2019-01-07,00:00,1,,,clear,Orion,,,Japan,
206113,GAN,902,35.8192,139.104,683.785,2019-01-07,11:08,2019-01-07,02:08,3,,,clear,Orion,,,Japan,
206115,GAN,904,35.8353,139.651,7.75641,2019-01-07,20:00,2019-01-07,11:00,1,,,clear,Orion,,,Japan,
206117,GAN,907,35.7784,139.683,5.49963,2019-01-07,00:00,2019-01-07,00:00,3,,,1/4 of sky,Orion,,,Japan,
206126,GAN,917,35.2756,140.308,65.0885,2019-01-02,21:00,2019-01-02,12:00,3,,,1/4 of sky,Orion,,,Japan,
206130,GAN,922,35.6988,139.773,5.46707,2019-01-07,20:04,2019-01-07,11:04,-9999,,,1/2 of sky,Orion,,,Japan,
206131,GAN,923,35.7946,139.68,4.49408,2019-01-07,22:00,2019-01-07,13:00,2,,,clear,Orion,,,Japan,
206132,GAN,924,35.7378,139.707,28.8674,2019-01-07,00:00,2019-01-07,00:00,3,,,1/4 of sky,Orion,,,Japan,
206133,GAN,926,35.7812,139.686,4.69488,2019-01-08,19:35,2019-01-08,10:35,1,,,clear,Orion,,,Japan,
206134,GAN,927,35.4536,139.644,2.8,2019-01-02,20:04,2019-01-02,11:04,2,,,1/4 of sky,Orion,,,Japan,
206135,GAN,930,35.7237,139.75,25.6946,2019-01-07,21:45,2019-01-07,12:45,-9999,,,1/4 of sky,Orion,,,Japan,
206136,GAN,933,35.6267,139.885,6.5,2019-01-03,19:00,2019-01-03,10:00,3,,,clear,Orion,,,Japan,
206137,GAN,934,36.0855,140.115,25.7665,2019-01-06,20:03,2019-01-06,11:03,4,,,clear,Orion,,,Japan,
206138,GAN,937,35.7911,139.673,5.06145,2019-01-07,21:44,2019-01-07,12:44,1,,,1/2 of sky,Orion,,,Japan,
206139,GAN,938,35.8525,139.641,11.9781,2019-01-07,00:26,2019-01-06,15:26,1,,,clear,Orion,,,Japan,
206146,GAN,952,35.7645,139.69,32.8754,2019-01-05,00:00,2019-01-05,00:00,-9999,,,1/2 of sky,Orion,,,Japan,
206148,GAN,954,37.4163,138.844,27.0035,2019-01-05,21:45,2019-01-05,12:45,5,,,clear,Orion,,,Japan,
206150,GAN,956,35.7318,139.737,27.6664,2019-01-05,23:48,2019-01-05,14:48,2,,,clear,Orion,,,Japan,
206151,GAN,958,35.7445,139.742,28.8546,2019-01-02,21:00,2019-01-02,12:00,2,,,clear,Orion,,,Japan,
206152,GAN,959,35.7445,139.742,28.8546,2019-01-02,21:00,2019-01-02,12:00,2,,,clear,Orion,,,Japan,
206153,GAN,960,35.7101,139.811,2.70932,2019-01-04,21:00,2019-01-04,12:00,-9999,,,clear,Orion,,,Japan,
206154,GAN,962,35.5222,140.353,7.8042,2019-01-09,20:51,2019-01-09,11:51,3,,,clear,Orion,,,Japan,
206156,GAN,964,35.6895,139.692,37.153,2019-01-06,21:59,2019-01-06,12:59,2,,,clear,Orion,,,Japan,
206157,GAN,965,42.638,141.924,39.9449,2019-01-02,22:17,2019-01-02,13:17,5,,,clear,Taurus,,,Japan,
206158,GAN,966,36.0059,139.19,874.535,2019-01-02,23:30,2019-01-02,14:30,2,,,clear,Orion,,,Japan,
206159,GAN,969,35.6104,139.366,148.644,2019-01-05,00:03,2019-01-04,15:03,3,,,clear,Orion,,,Japan,
206160,GAN,970,35.6105,139.366,162.214,2019-01-07,21:10,2019-01-07,12:10,3,,,clear,Orion,,,Japan,
206162,GAN,973,35.78,139.689,5.39942,2019-01-03,21:07,2019-01-03,12:07,-9999,,,1/4 of sky,Orion,,,Japan,
206173,GAN,987,35.7151,139.503,78.4518,2019-01-07,20:23,2019-01-07,11:23,1,,,1/4 of sky,Orion,,,Japan,
206177,GAN,995,35.7636,139.709,24.78,2019-01-10,16:31,2019-01-10,07:31,2,,,clear,Orion,,,Japan,
206178,GAN,996,35.7232,139.751,25.0919,2019-01-07,20:31,2019-01-07,11:31,1,,,1/2 of sky,Orion,,,Japan,
206179,GAN,997,36.2601,137.954,777.275,2019-01-01,02:00,2018-12-31,17:00,5,,,clear,Orion,,,Japan,
206180,GAN,998,35.7236,139.755,26.7765,2019-01-07,20:00,2019-01-07,11:00,-9999,,,clear,Orion,,,Japan,
206181,GAN,999,35.7214,139.703,35.3081,2019-01-07,20:00,2019-01-07,11:00,2,,,clear,Orion,,,Japan,
206182,GAN,1001,35.9774,139.593,18.6594,2019-01-10,19:34,2019-01-10,10:34,-9999,,,over 1/2 of sky,Orion,,,Japan,
206183,GAN,1002,35.6089,140.125,3.50945,2019-01-07,22:20,2019-01-07,13:20,2,,,clear,Orion,,,Japan,
206184,GAN,1003,35.8077,139.724,4.83188,2019-01-10,20:46,2019-01-10,11:46,4,,,1/2 of sky,Orion,,,Japan,
206188,GAN,1008,38.2404,140.364,199.04,2019-01-03,21:30,2019-01-03,12:30,4,,,1/4 of sky,Orion,,,Japan,
206189,GAN,1009,38.2404,140.364,199.04,2019-01-03,21:30,2019-01-03,12:30,4,,,1/4 of sky,Orion,,,Japan,
206190,GAN,1010,35.733,139.882,4.99618,2019-01-07,22:30,2019-01-07,13:30,1,,,clear,Orion,,,Japan,
206191,GAN,1011,35.733,139.882,4.99618,2019-01-07,21:00,2019-01-07,12:00,1,,,clear,Orion,,,Japan,
206192,GAN,1012,35.725,139.715,32.7738,2019-01-07,22:42,2019-01-07,13:42,1,,,1/2 of sky,Orion,,,Japan,
206314,GAN,1193,35.1631,137.027,74.1978,2019-01-13,20:12,2019-01-13,11:12,3,,,clear,Orion,No clouds.,"big urban park,about 10 street lights around the park.",Japan,
206423,GAN,1398,35.6848,140.002,0.820129,2019-01-26,22:19,2019-01-26,13:19,3,,,clear,Orion,No clouds!,Much street lights even in the night time!,Japan,
206424,GAN,1399,35.6848,140.002,0.820129,2019-01-26,22:19,2019-01-26,13:19,3,,,clear,Orion,No clouds!,Much street lights even in the night time!,Japan,
206425,GAN,1400,36.0834,140.118,25.7486,2019-01-27,18:51,2019-01-27,09:51,4,,,clear,Orion,,,Japan,
206426,SQM,1401,33.5304,133.825,116.27,2019-01-27,21:19,2019-01-27,12:19,6,21.15,,clear,Orion,,,Japan,
206427,GAN,1402,33.554,130.406,17.4036,2019-01-27,21:26,2019-01-27,12:26,2,,,clear,Orion,,,Japan,
206428,GAN,1403,35.7226,139.745,26.4539,2019-01-27,21:00,2019-01-27,12:00,4,,,clear,Orion,,,Japan,
206429,GAN,1405,33.5979,130.41,10.748,2019-01-27,22:54,2019-01-27,13:54,2,,,clear,Orion,,,Japan,
206447,GAN,1425,33.1742,132.793,84.4321,2019-01-27,19:45,2019-01-27,10:45,6,,,clear,Orion,In low humidity was fine weather,"Few street lights it the surrounding area Shimanto Astronomical Observatory, overlooking a relatively wide sky.",Japan,
206477,GAN,1461,35.6848,140.003,1.48888,2019-01-27,22:10,2019-01-27,13:10,3,,,clear,Orion,"Clear, cold & windy",many street lights,Japan,
206482,GAN,1467,43.0621,141.354,32.2576,2019-01-27,20:51,2019-01-27,11:51,2,,,clear,Orion,,Snow cover  Street light enhancement,Japan,
206502,GAN,1491,36.0834,140.118,25.7486,2019-01-27,18:51,2019-01-27,09:51,4,,,clear,Orion,,,Japan,
206530,GAN,1524,36.0832,140.118,25.7898,2019-01-29,18:43,2019-01-29,09:43,4,,,clear,Orion,,,Japan,
206531,SQM,1525,36.0631,137.9,796.205,2019-01-29,19:10,2019-01-29,10:10,4,20.3,7532,1/4 of sky,Orion,,,Japan,
206532,SQM,1526,36.0135,137.859,884.798,2019-01-29,19:28,2019-01-29,10:28,5,20.45,7532,1/4 of sky,Orion,,,Japan,
206533,GAN,1527,36.2857,139.383,41.558,2019-01-28,00:00,2019-01-28,00:00,4,,,1/4 of sky,Orion,,,Japan,
206534,SQM,1528,35.9604,137.809,953.611,2019-01-29,19:48,2019-01-29,10:48,5,20.59,7532,clear,Orion,,,Japan,
206535,SQM,1529,35.9348,137.81,1052.1,2019-01-29,20:02,2019-01-29,11:02,5,20.93,7532,clear,Orion,,,Japan,
206536,GAN,1530,33.5363,133.528,187.888,2019-01-29,20:04,2019-01-29,11:04,3,,,clear,Orion,,,Japan,
206537,SQM,1531,36.046,137.703,1330.15,2019-01-29,20:42,2019-01-29,11:42,6,21.11,7532,clear,Orion,,,Japan,
206540,GAN,1536,34.5925,133.768,1.81264,2019-01-29,22:59,2019-01-29,13:59,4,,,clear,Orion,,,Japan,
206541,GAN,1538,43.1472,141.361,5.67028,2019-01-27,21:00,2019-01-27,12:00,4,,,clear,Orion,,,Japan,
206560,GAN,1564,35.3053,137.839,315.984,2019-01-29,20:32,2019-01-29,11:32,4,,,clear,Orion,,,Japan,
206583,SQM,1588,35.9103,137.999,728.911,2019-01-30,19:32,2019-01-30,10:32,4,19.92,7532,clear,Orion,,,Japan,
206584,SQM,1589,35.8376,138.052,724.815,2019-01-30,19:58,2019-01-30,10:58,5,20.45,,clear,Orion,,,Japan,
206585,SQM,1590,35.78,138.133,975.144,2019-01-30,20:40,2019-01-30,11:40,6,21.13,7532,clear,Orion,,,Japan,
206625,GAN,1634,34.9697,138.401,25.1037,2019-01-30,19:07,2019-01-30,10:07,3,,,clear,Orion,,,Japan,
206626,GAN,1636,34.6797,134.929,17.148,2019-01-29,20:10,2019-01-29,11:10,3,,,clear,Orion,,,Japan,
206627,GAN,1640,33.516,133.515,55.2952,2019-01-31,20:15,2019-01-31,11:15,4,,,clear,Orion,,,Japan,
206651,GAN,1675,36.0215,136.582,587.489,2019-01-30,18:45,2019-01-30,09:45,7,,,clear,Orion,,,Japan,
206669,SQM,1698,36.1279,137.863,833.666,2019-02-01,19:26,2019-02-01,10:26,4,19.75,,clear,Orion,,,Japan,
206670,SQM,1699,36.1808,137.86,767.543,2019-02-01,19:46,2019-02-01,10:46,4,19.93,7532,clear,Orion,,,Japan,
206672,SQM,1702,36.2397,137.833,789.812,2019-02-01,20:21,2019-02-01,11:21,5,20.3,7532,clear,Orion,,,Japan,
206674,GAN,1704,35.7015,139.593,55.4002,2019-01-29,20:28,2019-01-29,11:28,3,,,clear,Orion,,,Japan,
206675,SQM,1705,36.2526,137.929,586.332,2019-02-01,20:45,2019-02-01,11:45,3,18.88,7532,clear,Orion,,,Japan,
206677,GAN,1707,35.3302,134.109,209.576,2019-02-01,20:55,2019-02-01,11:55,6,,,clear,Orion,,,Japan,
206678,SQM,1710,35.3308,134.074,278.708,2019-02-01,21:10,2019-02-01,12:10,6,21.01,,clear,Orion,,,Japan,
206679,SQM,1711,35.327,134.04,399.38,2019-02-01,21:25,2019-02-01,12:25,6,21.06,,clear,Orion,,,Japan,
206700,GAN,1740,35.1096,137.118,97.3997,2019-02-01,19:40,2019-02-01,10:40,3,,,clear,Orion,,,Japan,
206713,GAN,1756,35.0145,135.772,45.2763,2019-02-02,19:30,2019-02-02,10:30,3,,,clear,Orion,,,Japan,
206714,GAN,1757,26.6399,142.161,5.21888,2019-02-02,19:05,2019-02-02,10:05,5,,,over 1/2 of sky,Orion,,,Japan,
206715,GAN,1758,26.6369,142.157,11.9422,2019-02-02,19:15,2019-02-02,10:15,-9999,,,over 1/2 of sky,Orion,,,Japan,
206716,GAN,1759,26.6399,142.161,5.02213,2019-01-31,19:00,2019-01-31,10:00,-9999,,,over 1/2 of sky,Orion,,,Japan,
206718,GAN,1761,39.4099,140.58,81.5277,2019-02-02,20:30,2019-02-02,11:30,4,,,clear,Orion,,,Japan,
206719,GAN,1762,39.2942,140.545,71.1161,2019-02-02,19:30,2019-02-02,10:30,4,,,clear,Orion,,,Japan,
206750,GAN,1799,35.9319,139.6,10.796,2019-02-02,20:15,2019-02-02,11:15,3,,,clear,Orion,,,Japan,
206764,GAN,1813,31.9145,131.434,8.05037,2019-02-01,19:15,2019-02-01,10:15,4,,,clear,Orion,No cluod,Miyazaki Science Center,Japan,
206765,GAN,1814,35.4039,136.731,11.1078,2019-01-27,18:45,2019-01-27,09:45,2,,,clear,Orion,,,Japan,
206769,GAN,1824,36.8006,139.846,293.249,2019-02-03,19:40,2019-02-03,10:40,4,,,1/4 of sky,Orion,,,Japan,
206770,GAN,1825,36.8006,139.846,293.249,2019-02-03,19:40,2019-02-03,10:40,4,,,1/4 of sky,Orion,,,Japan,
206825,GAN,1883,36.5558,138.358,1526.48,2019-01-30,19:30,2019-01-30,10:30,6,,,clear,Orion,,,Japan,
206829,GAN,1887,35.0288,136.584,50.6392,2019-02-03,22:10,2019-02-03,13:10,3,,,1/2 of sky,Orion,,,Japan,
206855,GAN,1921,42.8828,141.862,113.021,2019-02-02,23:35,2019-02-02,14:35,4,,,1/4 of sky,Orion,,,Japan,
206907,GAN,1977,36.2128,133.328,19.5241,2019-02-04,21:00,2019-02-04,12:00,4,,,clear,Orion,,,Japan,
206908,SQM,1978,35.5134,137.877,419.554,2019-02-05,03:07,2019-02-04,18:07,6,20.09,06Fa,clear,Orion,,,Japan,
206911,SQM,1981,35.4466,137.885,784.849,2019-01-17,03:10,2019-01-16,18:10,6,21.37,06Fa,clear,Orion,,,Japan,
206917,GAN,1992,33.543,133.243,204.338,2019-01-29,20:00,2019-01-29,11:00,5,,,clear,Orion,,,Japan,
206919,GAN,1995,35.0195,135.746,46.577,2019-02-05,19:04,2019-02-05,10:04,4,,,clear,Orion,,,Japan,
206920,GAN,1996,35.0195,135.746,46.577,2019-02-05,19:04,2019-02-05,10:04,4,,,clear,Orion,,,Japan,
206921,SQM,1997,36.2582,138.136,1098.57,2019-02-05,19:37,2019-02-05,10:37,4,20.63,0845,clear,Orion,Horizon (mountain ridge in the north) is slightly bright due to the city light of Ueda-city,"A gateway to Utsukushigahara. In winter season, end of the snow cleared road.  Enough parking lot. There is no street lights around.",Japan,
206925,GAN,2003,39.2976,140.543,59.2779,2019-02-02,19:30,2019-02-02,10:30,3,,,clear,Orion,,,Japan,
206926,GAN,2004,36.102,140.1,28.0902,2019-02-05,23:02,2019-02-05,14:02,3,,,1/4 of sky,Orion,,,Japan,
206953,GAN,2036,36.3142,139.337,56.9345,2019-02-02,19:32,2019-02-02,10:32,4,,,1/4 of sky,Orion,,Otauchunokai at Ota-shi Kodomokan,Japan,
206956,GAN,2040,33.0735,130.535,77.2962,2019-02-04,20:30,2019-02-04,11:30,4,,,clear,Orion,,"suburban (Refres Omuta, Omuta sity, Fukuoka Prefecture)  There is an industrial area nearby.",Japan,
207007,GAN,2098,26.332,127.929,5.22191,2019-01-30,20:30,2019-01-30,11:30,4,,,clear,Orion,,,Japan,
207032,SQM,2131,35.5133,137.877,419.902,2019-02-04,21:00,2019-02-04,12:00,6,20.09,06Fa,clear,Orion,,,Japan,
