ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country,Unnamed: 18
207063,GAN,2168,36.1711,137.882,680.472,2019-02-01,20:00,2019-02-01,11:00,4,,,clear,Orion,"We could see the Milky Way, fairly well last night.",2061-1  yamagatamura vill. nagano pre. japan,Japan,
207064,GAN,2170,34.8872,132.077,112.002,2019-02-05,20:22,2019-02-05,11:22,4,,,1/4 of sky,Orion,"It was very fine in the daytime.  At night, thin clouds came out.  The sky was covered with a thin cloud as a whole.",We did observation of the starry sky in winter. There were nine participants.   Participants were three adults and six children.  We used binoculars to observe the Pleiades clusters.,Japan,
207066,GAN,2174,34.7893,131.943,8.58762,2019-01-27,19:55,2019-01-27,10:55,5,,,clear,Orion,The night sky had no clouds and was very clear.,The observation place is a residential area near the Sea of Japan.,Japan,
207067,GAN,2175,37.3093,138.711,69.3061,2019-02-07,21:51,2019-02-07,12:51,5,,,clear,Orion,,,Japan,
207121,GAN,2249,32.7411,131.098,691.412,2019-02-06,00:00,2019-02-06,00:00,6,,,clear,Orion,,,Japan,
207122,GAN,2250,32.7411,131.098,691.412,2019-02-04,00:00,2019-02-04,00:00,6,,,clear,Orion,,,Japan,
207132,GAN,2266,38.7222,141.214,8.58424,2019-01-27,19:20,2019-01-27,10:20,5,,,clear,Orion,,,Japan,
207133,GAN,2267,38.7415,141.238,7.94965,2019-01-27,19:50,2019-01-27,10:50,5,,,clear,Orion,,,Japan,
207148,GAN,2292,35.5594,139.393,116.178,2019-01-30,19:30,2019-01-30,10:30,3,,,clear,Orion,,,Japan,
207195,GAN,2366,36.6353,138.178,359.951,2019-02-05,19:05,2019-02-05,10:05,3,,,clear,Orion,,,Japan,
207211,GAN,2394,36.1371,139.387,30.9319,2019-02-07,19:30,2019-02-07,10:30,3,,,clear,Orion,,,Japan,
207213,SQM,2396,35.8456,137.698,811.92,2019-01-30,19:18,2019-01-30,10:18,4,20.08,,clear,Orion,,,Japan,
207214,SQM,2397,35.8456,137.698,811.92,2019-01-30,19:18,2019-01-30,10:18,5,20.09,,clear,Orion,,,Japan,
207215,SQM,2398,35.8456,137.698,811.92,2019-01-30,19:20,2019-01-30,10:20,5,20.1,,clear,Orion,,Ksiso-Seiho High School.,Japan,
207271,GAN,2484,34.6557,135.055,67.3571,2019-01-26,19:00,2019-01-26,10:00,3,,,clear,Orion,,,Japan,
207272,GAN,2485,34.6554,135.056,94.1751,2019-01-27,18:44,2019-01-27,09:44,3,,,clear,Orion,,,Japan,
207273,GAN,2486,34.6554,135.055,94.624,2019-01-29,23:30,2019-01-29,14:30,2,,,1/4 of sky,Orion,,,Japan,
207274,GAN,2487,34.6554,135.055,94.2996,2019-01-30,19:59,2019-01-30,10:59,2,,,1/2 of sky,Orion,,,Japan,
207275,GAN,2488,34.656,135.055,94.6812,2019-02-01,21:55,2019-02-01,12:55,3,,,1/4 of sky,Orion,,,Japan,
207276,GAN,2489,34.656,135.055,94.6812,2019-02-02,18:55,2019-02-02,09:55,3,,,clear,Orion,,,Japan,
207277,GAN,2490,34.656,135.055,94.6812,2019-02-04,20:50,2019-02-04,11:50,2,,,1/2 of sky,Orion,,,Japan,
207278,GAN,2491,34.656,135.055,62.184,2019-02-05,21:28,2019-02-05,12:28,3,,,1/4 of sky,Orion,,,Japan,
207279,GAN,2492,34.698,135.035,93.774,2019-01-26,19:30,2019-01-26,10:30,3,,,clear,Orion,,,Japan,
207280,GAN,2493,34.6992,135.03,94.0102,2019-01-27,18:44,2019-01-27,09:44,3,,,clear,Orion,,,Japan,
207281,GAN,2494,34.6992,135.03,94.0102,2019-01-29,21:58,2019-01-29,12:58,2,,,1/4 of sky,Orion,,,Japan,
207283,GAN,2496,34.6992,135.03,94.0102,2019-02-01,22:20,2019-02-01,13:20,3,,,1/4 of sky,Orion,,,Japan,
207284,GAN,2497,34.6992,135.03,94.0102,2019-02-02,19:20,2019-02-02,10:20,3,,,clear,Orion,,,Japan,
207285,GAN,2498,34.6992,135.03,94.0102,2019-02-04,21:20,2019-02-04,12:20,2,,,1/2 of sky,Orion,,,Japan,
207286,GAN,2499,34.6992,135.03,116.291,2019-02-05,23:00,2019-02-05,14:00,2,,,1/2 of sky,Orion,,,Japan,
207287,GAN,2500,34.5179,134.989,6.35536,2019-01-26,21:30,2019-01-26,12:30,4,,,clear,Orion,,,Japan,
207288,GAN,2501,34.5179,134.989,0.0,2019-01-27,23:29,2019-01-27,14:29,4,,,clear,Orion,,,Japan,
207289,GAN,2502,34.5179,134.989,6.35536,2019-01-28,21:21,2019-01-28,12:21,4,,,clear,Orion,,,Japan,
207290,GAN,2503,34.5179,134.989,6.35536,2019-01-29,22:12,2019-01-29,13:12,4,,,clear,Orion,,,Japan,
207291,GAN,2504,34.5179,134.989,6.74604,2019-02-01,22:12,2019-02-01,13:12,3,,,1/4 of sky,Orion,,,Japan,
207292,GAN,2505,34.5179,134.989,6.35536,2019-02-02,21:25,2019-02-02,12:25,4,,,clear,Orion,,,Japan,
207293,GAN,2506,34.5179,134.989,6.35536,2019-02-06,22:13,2019-02-06,13:13,4,,,clear,Orion,,,Japan,
207294,GAN,2507,34.4161,134.793,58.2237,2019-01-26,22:46,2019-01-26,13:46,5,,,clear,Orion,,,Japan,
207295,GAN,2508,34.4196,134.787,27.9602,2019-01-29,00:00,2019-01-29,00:00,5,,,clear,Orion,,,Japan,
207296,GAN,2509,34.4193,134.786,23.6639,2019-02-01,22:38,2019-02-01,13:38,5,,,1/4 of sky,Orion,,,Japan,
207297,GAN,2510,34.4195,134.786,26.961,2019-02-02,21:40,2019-02-02,12:40,6,,,clear,Orion,,,Japan,
207298,GAN,2511,34.4198,134.786,28.6475,2019-02-05,21:04,2019-02-05,12:04,3,,,1/2 of sky,Orion,,,Japan,
207369,GAN,2644,33.048,131.245,840.382,2019-02-25,22:00,2019-02-25,13:00,5,,,clear,Orion,,,Japan,
207373,GAN,2651,34.6567,135.142,8.9139,2019-02-26,21:03,2019-02-26,12:03,4,,,clear,Orion,Tonight is very clearly the sky. Nothing cloud.Only cold wind from North.So we can say that good condition.,"Here is my apartment and top of this building.  Bitween East and West, Station and another apartment neer by own.",Japan,
207374,GAN,2652,35.2069,136.859,6.75266,2019-02-26,19:58,2019-02-26,10:58,3,,,clear,Orion,,,Japan,
207378,GAN,2658,38.6543,141.008,15.9261,2019-02-27,19:00,2019-02-27,10:00,3,,,clear,Orion,,,Japan,
207703,GAN,3044,34.6566,135.142,9.053,2019-03-04,20:30,2019-03-04,11:30,4,,,1/4 of sky,Orion,,,Japan,
207709,GAN,3052,43.5581,144.321,131.803,2019-02-28,18:30,2019-02-28,09:30,6,,,clear,Gemini,,,Japan,
207710,GAN,3053,43.5581,144.321,131.79,2019-02-28,18:30,2019-02-28,09:30,6,,,clear,Gemini,,,Japan,
207711,GAN,3054,43.5581,144.321,131.79,2019-02-28,18:30,2019-02-28,09:30,6,,,clear,Gemini,,,Japan,
207712,GAN,3055,43.5581,144.321,131.79,2019-02-28,18:30,2019-02-28,09:30,7,,,clear,Gemini,,,Japan,
207713,GAN,3057,43.5581,144.321,131.79,2019-02-28,18:30,2019-02-28,09:30,6,,,clear,Gemini,,,Japan,
207714,GAN,3058,43.5581,144.321,131.79,2019-02-28,18:30,2019-02-28,09:30,6,,,clear,Gemini,,,Japan,
207715,GAN,3059,43.5581,144.321,131.796,2019-02-28,18:30,2019-02-28,09:30,6,,,clear,Gemini,,,Japan,
207716,GAN,3060,43.5581,144.321,131.796,2019-02-28,18:30,2019-02-28,09:30,5,,,clear,Gemini,,,Japan,
207717,GAN,3061,43.5581,144.321,131.79,2019-02-28,18:30,2019-02-28,09:30,6,,,clear,Gemini,,,Japan,
207771,GAN,3124,34.2051,139.139,74.7341,2019-03-05,20:01,2019-03-05,11:01,5,,,clear,Orion,,,Japan,
207938,GAN,3312,31.3927,130.39,51.3822,2019-03-07,23:09,2019-03-07,14:09,2,,,1/2 of sky,Orion,,,Japan,
208568,GAN,4182,36.2859,139.383,0.0,2019-03-27,00:00,2019-03-27,00:00,2,,,1/4 of sky,Leo,,,Japan,
209162,GAN,4888,34.6142,135.595,12.7714,2019-04-03,20:35,2019-04-03,11:35,1,,,clear,Leo,,,Japan,
209234,SQM,4973,35.656,139.695,35.2045,2019-04-04,18:39,2019-04-04,09:39,1,14.5,,clear,Leo,,Rooftop in Shibuya.,Japan,
209236,GAN,4975,35.6618,139.703,21.4501,2019-04-04,19:24,2019-04-04,10:24,-9999,,,clear,Leo,,,Japan,
209237,SQM,4976,35.6617,139.703,22.4497,2019-04-04,19:24,2019-04-04,10:24,3,17.33,,clear,Leo,,,Japan,
209238,SQM,4977,35.6618,139.703,22.8082,2019-04-04,19:25,2019-04-04,10:25,1,15.36,9163,clear,Leo,,,Japan,
209239,SQM,4978,35.662,139.704,24.5364,2019-04-04,19:07,2019-04-04,10:07,1,15.03,5591,clear,Leo,Clear sky.,Urban park. Clear skies. Near tall bright  buildings. Many lamps.,Japan,
209240,SQM,4979,35.6649,139.704,20.1993,2019-04-04,19:38,2019-04-04,10:38,1,17.37,,clear,Leo,,,Japan,
209241,SQM,4980,35.6649,139.704,20.3061,2019-04-04,19:38,2019-04-04,10:38,1,16.02,,clear,Leo,,Dark area near a shrine.,Japan,
209242,SQM,4981,35.6648,139.704,20.4439,2019-04-04,19:38,2019-04-04,10:38,1,16.38,5591,clear,Leo,"clear skies, no lamps",Onden Shrine,Japan,
209243,SQM,4982,35.6688,139.706,21.7019,2019-04-04,19:55,2019-04-04,10:55,2,17.25,,clear,Leo,,,Japan,
209244,SQM,4983,35.6685,139.706,20.9273,2019-04-04,19:56,2019-04-04,10:56,1,15.83,,clear,Leo,,,Japan,
209245,SQM,4984,35.6687,139.706,21.2403,2019-04-04,19:56,2019-04-04,10:56,1,16.08,5591,clear,Leo,clear sky,Roof of a tall building,Japan,
209246,SQM,4986,35.6692,139.701,33.5886,2019-04-04,20:19,2019-04-04,11:19,3,17.59,,clear,Leo,,,Japan,
209247,SQM,4987,35.6695,139.703,33.0654,2019-04-04,20:19,2019-04-04,11:19,1,16.17,,clear,Leo,,"Yoyogi park, lighted area",Japan,
209248,SQM,4988,35.6692,139.701,33.5264,2019-04-04,20:20,2019-04-04,11:20,1,16.31,9163,clear,Leo,,Yoyogi park,Japan,
209249,SQM,4989,35.6692,139.7,33.3432,2019-04-04,20:20,2019-04-04,11:20,1,16.33,5591,clear,Leo,"Clear sky, Some small lamps nearby",Yoyogi Park Plaza,Japan,
209250,SQM,4990,35.6688,139.681,39.5286,2019-04-04,20:48,2019-04-04,11:48,2,16.66,,clear,Leo,,,Japan,
209252,SQM,4992,35.6829,139.701,35.6844,2019-04-04,20:48,2019-04-04,11:48,2,16.49,0585,clear,Leo,clear. sky appeared darker than near city center.Stars brighter,Suburb. near train station.,Japan,
209255,SQM,4996,35.6662,139.68,39.0147,2019-04-04,21:22,2019-04-04,12:22,2,16.89,0585,clear,Leo,,3rd floor balcony on a house,Japan,
209256,SQM,4997,36.1202,137.642,1377.04,2019-04-04,21:33,2019-04-04,12:33,6,21.58,7532,clear,Leo,,,Japan,
209944,SQM,6099,35.4748,139.463,65.0193,2019-04-25,19:59,2019-04-25,10:59,2,15.91,,1/4 of sky,Leo,hazy with few stars to be seen,,Japan,
209990,GAN,6164,35.2256,137.406,616.206,2019-04-25,20:00,2019-04-25,11:00,5,,,1/4 of sky,Leo,,,Japan,
210018,SQM,6204,35.4748,139.463,65.1392,2019-04-27,19:44,2019-04-27,10:44,2,16.18,,clear,Leo,,,Japan,
210056,SQM,6258,35.4748,139.463,65.0397,2019-04-28,20:09,2019-04-28,11:09,2,15.46,,1/2 of sky,Leo,cirrus clouds and not many stars to be seen in the sky,suburban with not many street lights,Japan,
210265,SQM,6521,35.4748,139.463,65.0758,2019-05-02,20:53,2019-05-02,11:53,2,16.28,,1/2 of sky,Leo,cloudy with faint stars showing,suburban taking from 7th story,Japan,
210269,GAN,6525,36.4381,140.355,53.3026,2019-05-02,22:44,2019-05-02,13:44,5,,,clear,Leo,,,Japan,
210373,SQM,6653,35.4748,139.463,65.1923,2019-05-04,20:02,2019-05-04,11:02,2,16.03,,over 1/2 of sky,Leo,full cloud cover no stars noticeable,suburan with no obstructing street light,Japan,
210374,GAN,6654,41.8106,140.717,4.57263,2019-04-29,21:04,2019-04-29,12:04,2,,,clear,Leo,,,Japan,
210375,GAN,6655,41.8106,140.717,4.45268,2019-05-03,20:38,2019-05-03,11:38,2,,,clear,Leo,,,Japan,
210376,GAN,6656,41.8106,140.717,4.54357,2019-05-04,20:50,2019-05-04,11:50,2,,,clear,Leo,,,Japan,
210377,GAN,6657,36.0851,140.117,23.0875,2019-05-04,21:14,2019-05-04,12:14,3,,,clear,Leo,,,Japan,
210430,SQM,6727,35.4748,139.463,65.1954,2019-05-05,20:25,2019-05-05,11:25,2,15.96,,clear,Leo,clear night with thin clouds. The stars and constellations are visible with little to no light obstructions,suburban area with no light obstructions,Japan,
210476,SQM,6781,35.4748,139.463,65.1954,2019-05-06,20:51,2019-05-06,11:51,1,16.48,,1/4 of sky,Leo,light cloud cover with very few stars visible,suburban,Japan,
210513,SQM,6835,35.4748,139.463,65.1937,2019-05-07,19:59,2019-05-07,10:59,1,16.4,,1/2 of sky,Leo,lightly cloudy with a few stars visible,suburban with little light from street lights,Japan,
210554,SQM,6917,35.7373,139.743,26.8994,2019-05-09,22:59,2019-05-09,13:59,2,17.27,08dd,clear,Leo,,,Japan,
210658,SQM,7072,30.455,130.496,8.06469,2019-05-13,19:48,2019-05-13,10:48,4,21.3,06F3,1/2 of sky,Bootes,,On a beach. Nearby building had orange lights.,Japan,
210764,SQM,7236,36.1146,138.723,770.777,2019-05-18,21:53,2019-05-18,12:53,4,17.59,06F3,over 1/2 of sky,Bootes,Full cloud cover,Rural  Near river  Near one lodge,Japan,
210920,SQM,7455,35.7373,139.743,26.9081,2019-05-23,22:40,2019-05-23,13:40,2,16.91,08dd,clear,Bootes,,urban location,Japan,
210970,SQM,7520,35.7373,139.743,26.9124,2019-05-24,22:05,2019-05-24,13:05,2,16.98,08dd,clear,Bootes,,urban location,Japan,
211010,GAN,7570,35.6964,139.39,79.0408,2019-05-25,20:25,2019-05-25,11:25,-9999,,,clear,Bootes,,,Japan,
211011,SQM,7571,35.7373,139.743,26.9037,2019-05-26,21:56,2019-05-26,12:56,2,16.91,08dd,clear,Bootes,,urban  location,Japan,
211040,GAN,7614,35.6222,140.069,3.31351,2019-05-25,00:00,2019-05-25,00:00,1,,,clear,Bootes,,,Japan,
211041,GAN,7618,35.1184,137.719,620.353,2019-05-25,21:00,2019-05-25,12:00,5,,,clear,Bootes,,,Japan,
211042,GAN,7619,43.0434,141.361,29.2,2019-05-26,21:38,2019-05-26,12:38,3,,,1/2 of sky,Bootes,,,Japan,
211043,GAN,7620,43.0434,141.361,29.2,2019-05-26,21:38,2019-05-26,12:38,3,,,1/2 of sky,Bootes,,,Japan,
211044,GAN,7621,43.0433,141.361,30.3936,2019-05-26,22:06,2019-05-26,13:06,3,,,1/4 of sky,Bootes,,,Japan,
211045,GAN,7622,34.0724,136.193,19.3299,2019-05-25,21:20,2019-05-25,12:20,3,,,clear,Bootes,,,Japan,
211048,SQM,7625,35.7373,139.743,26.8851,2019-05-26,23:30,2019-05-26,14:30,3,17.21,08dd,clear,Bootes,,urban location,Japan,
211162,GAN,7796,34.585,133.772,2.63015,2019-05-30,22:39,2019-05-30,13:39,-9999,,,1/4 of sky,Bootes,,,Japan,
211306,GAN,8013,35.7777,137.814,2640.24,2019-06-01,20:00,2019-06-01,11:00,6,,,1/4 of sky,Bootes,,,Japan,
211325,GAN,8042,35.7177,139.652,40.7803,2019-06-03,21:10,2019-06-03,12:10,-9999,,,over 1/2 of sky,Bootes,Aructurus  is should be oranged .    But  the star is white.    the constellation position observed is should be correct .,there are two streetlights and    some buildings.    some lights are turned on.,Japan,
211329,SQM,8046,35.7373,139.743,26.8806,2019-06-03,21:41,2019-06-03,12:41,2,17.0,08dd,clear,Bootes,,urban location,Japan,
211330,SQM,8047,35.7373,139.743,26.9037,2019-06-03,23:05,2019-06-03,14:05,2,17.19,08dd,clear,Bootes,,urban location,Japan,
211331,GAN,8048,36.0832,140.116,25.3256,2019-06-03,23:10,2019-06-03,14:10,3,,,clear,Bootes,,,Japan,
211647,GAN,8603,40.8232,140.784,4.0,2019-06-23,00:00,2019-06-22,15:00,4,,,1/2 of sky,Hercules,,,Japan,
211656,GAN,8617,34.6144,135.595,13.4871,2019-06-25,20:57,2019-06-25,11:57,1,,,1/4 of sky,Hercules,,,Japan,
212080,GAN,9515,35.016,135.74,43.2629,2019-07-29,20:35,2019-07-29,11:35,3,,,clear,Hercules,Humidity is high.,Urban location,Japan,
212117,GAN,9585,36.438,140.358,64.0598,2019-08-01,21:50,2019-08-01,12:50,4,,,clear,Hercules,,,Japan,
212124,GAN,9599,35.7196,139.655,44.1611,2019-08-02,20:13,2019-08-02,11:13,-9999,,,clear,Hercules,,,Japan,
212126,SQM,9602,35.7373,139.743,26.9124,2019-08-02,22:35,2019-08-02,13:35,1,17.03,08dd,clear,Hercules,,urban location,Japan,
212133,GAN,9611,36.438,140.358,64.0598,2019-08-01,21:50,2019-08-01,12:50,4,,,clear,Hercules,,,Japan,
212134,GAN,9612,36.084,140.116,24.6915,2019-08-02,22:11,2019-08-02,13:11,2,,,clear,Hercules,A little misty,,Japan,
212139,GAN,9621,36.0846,140.118,24.9967,2019-08-03,21:38,2019-08-03,12:38,3,,,clear,Hercules,,,Japan,
212140,GAN,9622,36.0839,140.116,24.7491,2019-08-03,21:54,2019-08-03,12:54,3,,,clear,Hercules,,,Japan,
212179,SQM,9686,35.7373,139.743,26.9081,2019-08-02,22:35,2019-08-02,13:35,2,17.03,08dd,clear,Hercules,,urban location,Japan,
212180,SQM,9688,35.7373,139.743,26.8851,2019-08-06,22:52,2019-08-06,13:52,3,17.34,08dd,clear,Hercules,,urban location,Japan,
213225,GAN,9950,31.8023,130.716,270.935,2019-08-22,19:45,2019-08-22,10:45,3,,,1/4 of sky,Cygnus,,,Japan,
213226,GAN,9951,43.7601,142.312,147.401,2019-08-22,20:18,2019-08-22,11:18,1,,,over 1/2 of sky,Cygnus,,,Japan,
213232,GAN,9960,35.6161,140.103,8.58029,2019-08-22,23:20,2019-08-22,14:20,-9999,,,over 1/2 of sky,Cygnus,,,Japan,
213237,GAN,9966,35.6146,140.104,9.05284,2019-08-22,23:20,2019-08-22,14:20,-9999,,,over 1/2 of sky,Cygnus,,,Japan,
213268,GAN,9997,35.6147,140.103,9.09888,2019-08-23,23:10,2019-08-23,14:10,-9999,,,over 1/2 of sky,Cygnus,,,Japan,
213277,GAN,10016,35.6146,140.104,9.01675,2019-08-24,20:13,2019-08-24,11:13,3,,,1/2 of sky,Cygnus,I saw the summer-triangle tonight.,,Japan,
213311,SQM,10051,36.0649,137.902,796.456,2019-08-25,20:08,2019-08-25,11:08,4,20.66,7532,1/4 of sky,Cygnus,,,Japan,
213312,SQM,10052,36.0132,137.859,884.647,2019-08-25,20:24,2019-08-25,11:24,5,20.95,7532,1/4 of sky,Cygnus,,,Japan,
213313,SQM,10053,35.9608,137.809,954.574,2019-08-25,20:42,2019-08-25,11:42,5,21.13,7532,clear,Cygnus,,,Japan,
213314,SQM,10054,35.9329,137.811,1069.85,2019-08-25,20:53,2019-08-25,11:53,6,21.23,7532,clear,Cygnus,,,Japan,
213315,SQM,10055,36.0461,137.702,1330.52,2019-08-25,21:27,2019-08-25,12:27,6,21.33,7532,clear,Cygnus,,,Japan,
213317,SQM,10057,36.1312,137.718,978.263,2019-08-25,21:48,2019-08-25,12:48,6,21.27,7532,clear,Cygnus,,,Japan,
213318,SQM,10058,36.1528,137.749,869.454,2019-08-25,22:04,2019-08-25,13:04,6,21.22,7532,clear,Cygnus,,,Japan,
213319,GAN,10061,33.5158,133.516,55.3493,2019-08-25,23:20,2019-08-25,14:20,4,,,clear,Cygnus,,,Japan,
213349,GAN,10088,35.546,139.517,41.3738,2019-08-23,20:00,2019-08-23,11:00,-9999,,,1/2 of sky,Cygnus,,,Japan,
213351,GAN,10089,35.0163,135.746,42.1961,2019-08-26,20:26,2019-08-26,11:26,3,,,1/4 of sky,Cygnus,,,Japan,
213354,GAN,10092,35.2131,136.865,6.12671,2019-08-26,20:25,2019-08-26,11:25,3,,,1/4 of sky,Cygnus,,,Japan,
213355,SQM,10093,36.5282,138.111,360.429,2019-08-26,21:35,2019-08-26,12:35,5,20.1,,clear,Cygnus,,,Japan,
213356,GAN,10094,34.7887,135.905,135.102,2019-08-26,21:49,2019-08-26,12:49,4,,,clear,Cygnus,,,Japan,
213357,GAN,10095,33.5362,133.528,186.469,2019-08-26,23:06,2019-08-26,14:06,4,,,clear,Cygnus,,,Japan,
213389,GAN,10124,34.6796,134.929,16.93,2019-08-26,20:30,2019-08-26,11:30,3,,,clear,Cygnus,,,Japan,
213393,GAN,10129,26.6402,142.159,28.6926,2019-08-22,19:07,2019-08-22,10:07,-9999,,,over 1/2 of sky,Cygnus,Cloudy,,Japan,
213394,GAN,10130,26.6402,142.159,29.1392,2019-08-23,19:30,2019-08-23,10:30,3,,,clear,Cygnus,,,Japan,
213395,GAN,10131,26.6351,142.163,32.6706,2019-08-24,19:30,2019-08-24,10:30,2,,,over 1/2 of sky,Cygnus,,,Japan,
213396,GAN,10132,26.6402,142.159,28.9773,2019-08-27,19:30,2019-08-27,10:30,2,,,1/4 of sky,Cygnus,,,Japan,
213482,GAN,10224,35.5847,139.666,6.5444,2019-08-29,19:50,2019-08-29,10:50,1,,,1/2 of sky,Cygnus,,,Japan,
213484,SQM,10226,36.3188,137.991,751.081,2019-08-29,20:57,2019-08-29,11:57,5,20.41,7532,1/2 of sky,Cygnus,,,Japan,
213485,SQM,10227,36.3577,137.996,693.245,2019-08-29,21:16,2019-08-29,12:16,5,20.7,7532,1/2 of sky,Cygnus,,,Japan,
213486,SQM,10228,36.3438,137.953,563.483,2019-08-29,21:36,2019-08-29,12:36,5,20.3,7532,over 1/2 of sky,Cygnus,,,Japan,
213488,SQM,10230,36.3121,137.932,541.102,2019-08-29,21:59,2019-08-29,12:59,5,20.3,7532,1/2 of sky,Cygnus,,,Japan,
213557,GAN,10305,36.084,140.118,24.0726,2019-08-30,21:27,2019-08-30,12:27,3,,,1/2 of sky,Cygnus,,,Japan,
213574,SQM,10322,27.0233,128.426,12.783,2019-08-31,20:30,2019-08-31,11:30,6,21.45,0875,1/4 of sky,Cygnus,,,Japan,
213575,SQM,10323,27.0233,128.426,12.9514,2019-08-31,20:30,2019-08-31,11:30,6,21.45,0875,1/4 of sky,Cygnus,,,Japan,
213619,GAN,10361,40.5938,139.875,168.513,2019-08-24,20:40,2019-08-24,11:40,6,,,1/2 of sky,Cygnus,,,Japan,
213621,SQM,10363,36.1437,137.972,684.429,2019-09-01,21:04,2019-09-01,12:04,4,19.92,7532,1/2 of sky,Cygnus,,,Japan,
213624,SQM,10366,36.1146,137.948,718.209,2019-09-01,21:21,2019-09-01,12:21,3,19.02,7532,1/2 of sky,Cygnus,,,Japan,
213625,SQM,10367,36.1045,137.942,732.134,2019-09-01,21:32,2019-09-01,12:32,4,20.07,7532,1/2 of sky,Cygnus,,,Japan,
213626,SQM,10368,36.0715,138.004,903.527,2019-09-01,21:50,2019-09-01,12:50,5,20.57,7532,over 1/2 of sky,Cygnus,,,Japan,
213627,SQM,10369,36.0627,138.016,1082.3,2019-09-01,22:01,2019-09-01,13:01,5,20.47,7532,1/2 of sky,Cygnus,,,Japan,
213663,SQM,10403,36.1848,137.92,634.664,2019-09-02,20:12,2019-09-02,11:12,3,19.11,,1/4 of sky,Cygnus,,,Japan,
213664,SQM,10404,36.1278,137.863,833.69,2019-09-02,20:37,2019-09-02,11:37,5,20.38,7532,1/2 of sky,Cygnus,,,Japan,
213665,SQM,10406,36.181,137.861,758.494,2019-09-02,20:53,2019-09-02,11:53,5,20.28,7532,1/2 of sky,Cygnus,,,Japan,
213666,SQM,10407,36.2023,137.856,678.267,2019-09-02,21:04,2019-09-02,12:04,4,19.75,7532,1/2 of sky,Cygnus,,,Japan,
213667,SQM,10408,36.1836,137.804,711.874,2019-09-02,21:18,2019-09-02,12:18,5,20.77,7532,1/2 of sky,Cygnus,,,Japan,
213668,SQM,10409,36.12,137.643,1378.43,2019-09-02,21:50,2019-09-02,12:50,6,21.25,7532,1/4 of sky,Cygnus,,,Japan,
213669,SQM,10411,36.1194,137.616,1566.76,2019-09-02,21:59,2019-09-02,12:59,6,21.18,7532,1/2 of sky,Cygnus,,,Japan,
213670,SQM,10412,36.1035,137.626,1469.75,2019-09-02,22:14,2019-09-02,13:14,6,21.3,7532,1/4 of sky,Cygnus,,,Japan,
213749,SQM,10510,35.7373,139.743,26.9081,2019-09-06,00:30,2019-09-05,15:30,2,17.51,08dd,clear,Cygnus,,urban location,Japan,
213758,SQM,10527,35.7373,139.743,26.8851,2019-09-07,00:10,2019-09-06,15:10,3,17.68,08dd,clear,Cygnus,,urban location,Japan,
213797,GAN,10603,35.5946,139.65,7.32102,2019-08-28,21:10,2019-08-28,12:10,-9999,,,1/2 of sky,Cygnus,,,Japan,
213798,GAN,10604,35.6055,139.653,31.9581,2019-08-31,23:00,2019-08-31,14:00,2,,,1/4 of sky,Cygnus,,,Japan,
213846,GAN,10731,35.6164,139.701,31.474,2019-09-18,00:39,2019-09-17,15:39,-9999,,,1/4 of sky,Cygnus,,,Japan,
213847,GAN,10732,35.6251,139.701,30.0414,2019-09-18,00:48,2019-09-17,15:48,1,,,1/4 of sky,Cygnus,,,Japan,
213859,GAN,10747,35.6251,139.701,30.0414,2019-09-18,00:48,2019-09-17,15:48,1,,,1/4 of sky,Cygnus,,,Japan,
213886,GAN,10795,34.8873,132.076,113.211,2019-08-25,20:10,2019-08-25,11:10,4,,,clear,Cygnus,The sky was very cloudy.But it was fine 1 hour later.  At suroundings observation there is city lights a little.,Hamada City in Japan.  At suroundings observation there is city lights a little.,Japan,
213887,GAN,10796,43.0859,141.288,26.4452,2019-09-20,21:23,2019-09-20,12:23,3,,,clear,Cygnus,,,Japan,
213888,GAN,10797,34.7893,131.943,8.63644,2019-08-25,21:58,2019-08-25,12:58,4,,,1/4 of sky,Cygnus,The sky is fine.,"There is a sea on the north side of the observation.  In the sea,there is a squid fishing ship fire.",Japan,
213908,GAN,10814,35.6222,140.069,3.29077,2019-09-18,22:50,2019-09-18,13:50,2,,,clear,Cygnus,,,Japan,
214069,GAN,10981,39.7041,141.163,134.106,2019-09-24,19:13,2019-09-24,10:13,2,,,clear,Cygnus,,,Japan,
214091,SQM,11007,33.7614,130.905,419.529,2019-09-24,23:30,2019-09-24,14:30,5,19.7,,clear,Cygnus,,,Japan,
214107,GAN,11024,35.0164,135.746,46.6514,2019-09-25,20:03,2019-09-25,11:03,4,,,clear,Cygnus,,Urban location,Japan,
214108,GAN,11025,39.7049,141.163,133.7,2019-09-25,20:15,2019-09-25,11:15,2,,,clear,Cygnus,,,Japan,
214109,GAN,11026,39.705,141.163,133.697,2019-09-25,20:18,2019-09-25,11:18,2,,,clear,Cygnus,,,Japan,
214140,GAN,11067,35.4539,136.06,87.298,2019-09-26,20:51,2019-09-26,11:51,4,,,clear,Cygnus,,,Japan,
214199,GAN,11162,44.3741,142.483,150.584,2019-09-28,19:21,2019-09-28,10:21,5,,,clear,Cygnus,,,Japan,
214200,GAN,11163,43.4278,141.508,65.1775,2019-09-27,23:54,2019-09-27,14:54,5,,,clear,Cygnus,,,Japan,
