ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
245925,GAN,58930,34.3847,134.092,0.673308,2021-01-11,20:00,2021-01-11,11:00,3,,,clear,Orion,,,Japan
245953,SQM,58969,33.4651,133.475,6.68793,2021-01-12,20:35,2021-01-12,11:35,6,20.78,,clear,Orion,,,Japan
245978,GAN,58996,35.4399,139.654,35.0289,2021-01-13,19:07,2021-01-13,10:07,3,,,clear,Orion,,,Japan
245979,GAN,58997,35.4365,133.356,5.35661,2021-01-13,19:34,2021-01-13,10:34,3,,,1/4 of sky,Orion,,,Japan
245980,GAN,58998,33.9193,130.699,14.2438,2021-01-13,19:50,2021-01-13,10:50,3,,,clear,Orion,,,Japan
245981,GAN,58999,35.4241,133.36,7.55167,2021-01-13,20:52,2021-01-13,11:52,2,,,1/2 of sky,Orion,,,Japan
245982,GAN,59000,35.4241,133.36,7.55167,2021-01-13,20:52,2021-01-13,11:52,2,,,1/2 of sky,Orion,,,Japan
246022,GAN,59051,35.4365,133.356,5.35661,2021-01-13,19:34,2021-01-13,10:34,3,,,1/4 of sky,Orion,,,Japan
246023,GAN,59052,35.7279,139.728,33.7592,2021-01-13,20:33,2021-01-13,11:33,3,,,clear,Orion,,,Japan
246073,GAN,59107,33.5243,130.541,95.7949,2021-01-13,20:00,2021-01-13,11:00,5,,,1/4 of sky,Orion,,,Japan
246074,GAN,59108,35.017,135.746,42.6641,2021-01-14,20:03,2021-01-14,11:03,3,,,clear,Orion,,Rural,Japan
246137,GAN,59215,34.7885,135.904,134.718,2021-01-10,19:30,2021-01-10,10:30,4,,,clear,Orion,,,Japan
246162,GAN,59240,35.8387,139.656,6.36275,2021-01-16,21:02,2021-01-16,12:02,3,,,clear,Orion,,,Japan
246191,GAN,59275,31.9145,131.434,8.05037,2021-01-15,19:15,2021-01-15,10:15,2,,,over 1/2 of sky,Orion,,Location Miyazaki science center,Japan
246192,GAN,59276,31.9617,131.465,21.8628,2021-01-15,18:40,2021-01-15,09:40,4,,,clear,Orion,,Location Shimin no Mori,Japan
246219,GAN,59310,35.3893,137.689,1089.69,2021-01-13,20:30,2021-01-13,11:30,6,,,1/4 of sky,Orion,,,Japan
246220,GAN,59311,35.3893,137.689,1089.69,2021-01-13,20:30,2021-01-13,11:30,3,,,1/4 of sky,Orion,,,Japan
246221,GAN,59312,35.3893,137.689,1089.44,2021-01-13,20:30,2021-01-13,11:30,6,,,clear,Orion,,,Japan
246222,GAN,59314,35.3893,137.689,1089.09,2021-01-13,20:30,2021-01-13,11:30,4,,,1/4 of sky,Orion,,,Japan
246223,GAN,59315,35.3893,137.689,1089.69,2021-01-13,20:30,2021-01-13,11:30,5,,,clear,Orion,,,Japan
246224,GAN,59316,35.3893,137.689,1089.69,2021-01-13,20:30,2021-01-13,11:30,6,,,1/4 of sky,Orion,,,Japan
246225,GAN,59317,35.3997,137.695,1119.47,2021-01-13,20:30,2021-01-13,11:30,2,,,1/4 of sky,Orion,,,Japan
246226,GAN,59318,35.3893,137.689,1089.69,2021-01-13,20:30,2021-01-13,11:30,3,,,1/2 of sky,Orion,,,Japan
246227,GAN,59319,35.3893,137.689,1089.69,2021-01-13,20:30,2021-01-13,11:30,3,,,1/4 of sky,Orion,,,Japan
246228,GAN,59320,35.3893,137.689,1089.24,2021-01-13,20:30,2021-01-13,11:30,3,,,1/4 of sky,Orion,,,Japan
246229,GAN,59321,35.3893,137.689,1088.79,2021-01-13,20:30,2021-01-13,11:30,3,,,clear,Orion,,,Japan
246230,GAN,59322,35.3893,137.689,1087.51,2021-01-13,20:30,2021-01-13,11:30,3,,,1/4 of sky,Orion,,,Japan
246231,GAN,59323,35.3893,137.689,1088.72,2021-01-13,20:30,2021-01-13,11:30,4,,,1/2 of sky,Orion,,,Japan
246232,GAN,59324,35.3893,137.689,1088.01,2021-01-13,20:30,2021-01-13,11:30,5,,,clear,Orion,,,Japan
246233,GAN,59325,35.3893,137.689,1089.69,2021-01-13,20:30,2021-01-13,11:30,2,,,1/2 of sky,Orion,,,Japan
246234,GAN,59326,35.3893,137.689,1088.53,2021-01-13,20:30,2021-01-13,11:30,6,,,clear,Orion,,,Japan
246235,GAN,59327,35.3893,137.689,1088.98,2021-01-13,20:30,2021-01-13,11:30,3,,,1/4 of sky,Orion,,,Japan
246475,GAN,59654,34.8872,132.076,113.444,2021-01-13,20:43,2021-01-13,11:43,4,,,1/4 of sky,Orion,,,Japan
246476,GAN,59655,34.7893,131.943,8.61318,2021-01-14,20:27,2021-01-14,11:27,6,,,clear,Orion,,,Japan
246720,GAN,59999,35.0773,137.154,49.0878,2021-01-31,20:06,2021-01-31,11:06,3,,,clear,Orion,,,Japan
246767,GAN,60083,36.0268,140.3,2.30977,2021-02-03,23:00,2021-02-03,14:00,2,,,clear,Orion,,,Japan
246831,GAN,60154,33.4995,133.547,4.41827,2021-02-04,18:45,2021-02-04,09:45,2,,,clear,Orion,,,Japan
246832,GAN,60155,33.583,133.519,69.9663,2021-02-04,20:33,2021-02-04,11:33,3,,,clear,Orion,,,Japan
246836,GAN,60159,36.0267,140.3,3.03344,2021-02-04,21:50,2021-02-04,12:50,3,,,clear,Orion,,,Japan
246932,GAN,60269,26.1202,127.702,119.824,2021-02-05,22:34,2021-02-05,13:34,2,,,clear,Orion,,,Japan
247024,GAN,60380,33.5417,133.56,4.25269,2021-02-06,20:57,2021-02-06,11:57,4,,,clear,Orion,,,Japan
247026,GAN,60383,36.0689,140.31,2.19538,2021-02-06,20:19,2021-02-06,11:19,4,,,clear,Orion,,,Japan
247028,GAN,60385,35.983,138.194,912.275,2021-02-06,22:30,2021-02-06,13:30,5,,,clear,Orion,,,Japan
247084,GAN,60459,36.0689,140.31,2.19538,2021-02-06,20:19,2021-02-06,11:19,4,,,clear,Orion,,,Japan
247133,GAN,60513,36.2262,140.165,23.2551,2021-02-07,20:20,2021-02-07,11:20,4,,,clear,Orion,,Rural,Japan
247141,GAN,60522,33.5274,133.574,6.62179,2021-02-07,22:57,2021-02-07,13:57,2,,,clear,Orion,,,Japan
247258,GAN,60656,35.2511,136.993,25.2305,2021-02-08,20:46,2021-02-08,11:46,3,,,1/4 of sky,Orion,,,Japan
247422,GAN,60844,36.0834,140.118,24.4083,2021-02-09,20:42,2021-02-09,11:42,4,,,clear,Orion,,Urban location,Japan
248166,GAN,61692,33.5472,133.514,6.88453,2021-02-12,19:05,2021-02-12,10:05,3,,,1/4 of sky,Orion,,,Japan
248179,GAN,61710,33.5485,133.579,123.893,2021-02-12,22:39,2021-02-12,13:39,-9999,,,over 1/2 of sky,Orion,,,Japan
251786,GAN,65891,35.6639,139.621,45.2233,2021-03-14,00:15,2021-03-13,15:15,3,,,clear,Leo,,,Japan
252104,GAN,66240,35.8966,139.732,6.75498,2021-03-14,20:57,2021-03-14,11:57,2,,,clear,Orion,,,Japan
254469,GAN,69020,35.2027,135.453,202.811,2021-04-07,20:36,2021-04-07,11:36,4,,,clear,Leo,,,Japan
255121,GAN,69749,32.7283,131.103,640.901,2021-04-10,21:29,2021-04-10,12:29,4,,,1/4 of sky,Leo,,,Japan
258688,GAN,73648,35.6811,139.657,39.9097,2021-04-25,22:00,2021-04-26,02:00,3,,,clear,Leo,,,Japan
259734,GAN,74800,35.6205,140.069,4.61,2021-05-01,00:40,2021-04-30,15:40,1,,,clear,Bootes,,,Japan
259944,GAN,75065,34.827,135.221,244.575,2021-05-03,23:45,2021-05-03,14:45,4,,,clear,Bootes,,,Japan
264091,GAN,79911,35.2016,135.46,208.368,2021-06-10,20:21,2021-06-10,11:21,5,,,1/4 of sky,Hercules,,,Japan
265537,GAN,82036,36.0267,140.299,2.63137,2021-07-17,19:27,2021-07-17,10:27,3,,,clear,Hercules,,,Japan
265769,GAN,82538,35.3536,137.671,1185.48,2021-08-02,21:00,2021-08-02,12:00,6,,,clear,Cygnus,  2,,Japan
265777,GAN,82549,36.0267,140.3,2.97772,2021-08-03,23:33,2021-08-03,14:33,3,,,clear,Cygnus,,,Japan
265815,GAN,82602,35.2508,136.993,26.8138,2021-08-04,03:30,2021-08-03,18:30,3,,,clear,Cygnus,,,Japan
265848,GAN,82648,35.2508,136.993,26.7719,2021-08-04,21:30,2021-08-04,12:30,3,,,clear,Cygnus,,Looking up at the night sky with  the LED lights on the poles hidden by the round traffic sign in the foreground.,Japan
265960,GAN,82806,35.4849,137.768,649.946,2021-08-04,10:39,2021-08-04,01:39,4,,,clear,Cygnus,,,Japan
266323,GAN,83496,35.8685,139.968,24.3931,2021-08-28,22:46,2021-08-28,13:46,3,,,clear,Cygnus,,,Japan
266341,GAN,83519,35.787,139.938,22.9225,2021-08-29,14:28,2021-08-29,05:28,1,,,1/4 of sky,Cygnus,,,Japan
266345,GAN,83526,35.3573,133.407,184.511,2021-08-29,20:53,2021-08-29,11:53,4,,,1/4 of sky,Cygnus,,,Japan
266346,GAN,83527,35.2508,136.992,26.4419,2021-08-29,21:44,2021-08-29,12:44,3,,,clear,Cygnus,,,Japan
266349,GAN,83532,33.1742,132.793,84.1679,2021-08-29,21:30,2021-08-29,12:30,6,,,clear,Cygnus,,,Japan
266357,GAN,83546,33.525,130.541,93.5399,2021-08-29,20:15,2021-08-29,11:15,4,,,clear,Cygnus,It was a very humid day.,I was a little worried about the lighting of the building.  The area around the observation point is in the suburbs.,Japan
266372,GAN,83563,32.7149,131.277,463.683,2021-08-29,20:50,2021-08-29,11:50,7,,,clear,Cygnus,,,Japan
266378,GAN,83570,34.1709,133.079,15.9283,2021-08-29,20:30,2021-08-29,11:30,5,,,clear,Cygnus,,,Japan
266379,GAN,83571,35.4122,139.924,4.01354,2021-08-30,21:16,2021-08-30,12:16,3,,,clear,Cygnus,,,Japan
266380,GAN,83572,35.3573,133.407,184.511,2021-08-29,20:53,2021-08-29,11:53,4,,,1/4 of sky,Cygnus,,,Japan
266405,GAN,83609,33.5245,130.541,97.4418,2021-08-30,21:00,2021-08-30,12:00,5,,,1/4 of sky,Cygnus,"The later the night, the clearer the clouds.",,Japan
266481,GAN,83735,31.9144,131.434,8.09073,2021-09-02,20:00,2021-09-02,11:00,2,,,clear,Cygnus,,Location Miyazaki Science Center,Japan
266484,GAN,83738,31.9614,131.463,8.32683,2021-09-02,20:00,2021-09-02,11:00,4,,,clear,Cygnus,,Location Awakigahara forest park   Shimin no Mori,Japan
266508,GAN,83776,31.9145,131.433,8.03318,2021-09-02,20:00,2021-09-02,11:00,2,,,clear,Cygnus,,,Japan
266560,GAN,83856,35.4126,139.923,4.25716,2021-09-05,21:14,2021-09-05,12:14,3,,,1/2 of sky,Cygnus,,,Japan
266621,GAN,83936,35.8279,139.926,18.6541,2021-09-06,22:08,2021-09-06,13:08,1,,,1/4 of sky,Cygnus,,,Japan
266694,GAN,84026,35.0147,135.772,41.5606,2021-09-06,19:40,2021-09-06,10:40,3,,,clear,Cygnus,,,Japan
266695,GAN,84028,34.7885,135.904,134.612,2021-09-06,19:45,2021-09-06,10:45,4,,,clear,Cygnus,,,Japan
266975,GAN,84358,35.4263,133.348,6.64213,2021-09-09,21:13,2021-09-09,12:13,4,,,1/4 of sky,Cygnus,,,Japan
267286,GAN,84895,34.8872,132.076,113.388,2021-08-29,20:20,2021-08-29,11:20,4,,,clear,Cygnus,"The sky was fine. I saw many stars. Furthermore, Venus, Saturn, and Jupiter were  observed with a telescope. The weather was nice but the humidity was high.","As for the observation place, there are houses in the vicinity.  Therefore, there are street lights houses lights.",Japan
267288,GAN,84897,34.7893,131.943,8.62759,2021-09-09,20:45,2021-09-09,11:45,5,,,clear,Cygnus,"I was many stars. Furthermore, Venus, Saturn , and Jupiter were observed with a telescope.   We observed the constellation in summer.","There are houses around the observation site. In addition, the Sea of Japan is nearby on the north side.",Japan
267452,GAN,85131,36.3923,138.999,154.393,2021-09-26,19:18,2021-09-26,10:18,3,,,1/4 of sky,Pegasus,,,Japan
267480,GAN,85171,35.6166,140.065,2.42856,2021-09-27,18:42,2021-09-27,09:42,-9999,,,clear,Pegasus,,,Japan
267482,GAN,85178,35.1564,136.924,15.437,2021-09-27,20:20,2021-09-27,11:20,2,,,1/4 of sky,Pegasus,Partially cloudy around the constellation.,,Japan
267714,GAN,85478,35.1134,137.112,88.0424,2021-10-01,21:44,2021-10-01,12:44,4,,,clear,Pegasus,,,Japan
267856,SQM,85650,27.0266,128.448,30.4795,2021-09-06,00:21,2021-09-05,15:21,6,21.57,1378,clear,Cygnus,,,Japan
269419,GAN,87930,35.3536,137.671,1185.48,2021-11-02,20:20,2021-11-02,11:20,5,,,1/4 of sky,Perseus,,,Japan
270454,GAN,89429,35.3536,137.671,1185.48,2021-12-03,21:07,2021-12-03,12:07,6,,,clear,Perseus,,,Japan
271045,GAN,90375,35.7486,139.687,27.7956,2021-12-26,22:05,2021-12-26,13:05,3,,,clear,Orion,,,Japan
271047,GAN,90378,35.7291,139.748,27.3201,2021-12-27,00:33,2021-12-26,15:33,3,,,clear,Orion,,,Japan
271067,GAN,90411,35.7407,139.728,30.5925,2021-12-27,21:00,2021-12-27,12:00,-9999,,,1/4 of sky,undefined,,,Japan
271068,GAN,90412,35.7407,139.728,30.5925,2021-12-26,21:00,2021-12-26,12:00,-9999,,,1/4 of sky,Orion,,,Japan
271114,GAN,90514,36.7752,140.731,1.38065,2021-12-30,21:54,2021-12-30,12:54,4,,,clear,undefined,,,Japan
271117,GAN,90521,39.3259,141.901,3.44485,2021-12-27,19:20,2021-12-27,10:20,4,,,1/2 of sky,Orion,,,Japan
271125,GAN,90542,35.6662,140.162,29.8782,2021-12-31,21:13,2021-12-31,12:13,3,,,clear,Orion,,,Japan
271126,GAN,90543,35.7802,139.704,25.7337,2021-12-31,21:20,2021-12-31,12:20,-9999,,,clear,Orion,,,Japan
271158,GAN,90603,35.6662,140.162,29.8782,2021-12-31,21:13,2021-12-31,12:13,3,,,clear,Orion,,,Japan
271188,GAN,90660,36.2513,137.846,780.303,2021-12-28,22:12,2021-12-28,13:12,4,,,clear,undefined,,,Japan
271306,GAN,90933,34.7001,137.651,3.7607,2021-12-29,22:37,2021-12-29,13:37,3,,,1/4 of sky,Orion,,,Japan
