ID,ObsType,ObsID,Latitude,Longitude,Elevation(m),LocalDate,LocalTime,UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,Constellation,SkyComment,LocationComment,Country
216564,GAN,15263,35.8234,139.967,28.5338,2020-01-20,23:39,2020-01-20,14:39,1,,,clear,Taurus,,,Japan
216565,GAN,15264,35.7357,139.745,20.0841,2020-01-20,23:45,2020-01-20,14:45,1,,,clear,Orion,,,Japan
216566,GAN,15265,35.6945,139.983,3.89134,2020-01-20,23:51,2020-01-20,14:51,1,,,clear,Orion,,,Japan
216567,GAN,15266,-10.4878,139.375,4.11592,2020-01-20,23:52,2020-01-20,14:52,2,,,clear,Orion,,,Japan
216568,GAN,15267,-10.4878,139.375,4.11592,2020-01-20,23:52,2020-01-20,14:52,2,,,clear,Orion,,,Japan
216569,GAN,15268,35.6698,139.862,1.68693,2020-01-19,23:00,2020-01-19,14:00,3,,,1/4 of sky,Taurus,,,Japan
216570,GAN,15269,35.769,139.576,48.2966,2020-01-20,23:58,2020-01-20,14:58,2,,,clear,Orion,,There is  not so local but not so urban.,Japan
216571,GAN,15271,35.745,139.807,3.68006,2020-01-21,23:50,2020-01-21,14:50,2,,,clear,Orion,,,Japan
216572,GAN,15272,35.8276,139.66,5.42361,2020-01-21,00:24,2020-01-20,15:24,1,,,over 1/2 of sky,Perseus,,,Japan
216573,GAN,15273,35.8276,139.66,5.42361,2020-01-20,20:30,2020-01-20,11:30,2,,,1/2 of sky,Orion,,,Japan
216574,GAN,15274,35.8276,139.66,5.42361,2020-01-20,20:30,2020-01-20,11:30,2,,,over 1/2 of sky,Orion,,,Japan
216575,GAN,15277,35.7821,139.729,5.99427,2020-01-20,20:00,2020-01-20,11:00,1,,,1/4 of sky,Orion,,,Japan
216576,GAN,15278,35.6777,140.159,26.2845,2020-01-20,23:11,2020-01-20,14:11,2,,,clear,Orion,,,Japan
216577,GAN,15279,35.7633,139.71,24.8291,2020-01-21,01:51,2020-01-20,16:51,-9999,,,clear,Orion,,,Japan
216600,GAN,15305,35.7194,140.137,29.2027,2020-01-21,01:20,2020-01-20,16:20,2,,,clear,Taurus,,,Japan
216626,GAN,15332,35.7649,139.93,19.7189,2020-01-20,23:22,2020-01-20,14:22,2,,,clear,Orion,,,Japan
216628,GAN,15334,35.7309,139.234,177.956,2020-01-20,22:06,2020-01-20,13:06,3,,,1/4 of sky,Orion,,,Japan
216629,GAN,15335,35.6977,139.72,33.5754,2020-01-20,20:20,2020-01-20,11:20,1,,,1/4 of sky,Taurus,,,Japan
216641,GAN,15352,35.3821,139.197,155.364,2020-01-20,18:45,2020-01-20,09:45,3,,,clear,Orion,,,Japan
216642,GAN,15354,35.7897,139.699,5.10758,2020-01-20,20:10,2020-01-20,11:10,2,,,1/4 of sky,Perseus,,,Japan
216646,GAN,15361,35.6655,139.739,17.4354,2020-01-21,18:28,2020-01-21,09:28,-9999,,,clear,Orion,,,Japan
216647,GAN,15362,35.7492,139.701,37.2548,2020-01-21,19:03,2020-01-21,10:03,1,,,clear,Taurus,,,Japan
216648,GAN,15363,35.5269,139.663,14.1021,2020-01-21,19:03,2020-01-21,10:03,1,,,clear,Taurus,,,Japan
216649,GAN,15364,35.7136,139.928,4.03138,2020-01-21,19:04,2020-01-21,10:04,2,,,clear,Orion,,,Japan
216650,GAN,15365,35.5138,139.424,86.7898,2020-01-21,19:08,2020-01-21,10:08,1,,,clear,Orion,,,Japan
216652,GAN,15367,35.7428,139.733,29.1596,2020-01-21,19:02,2020-01-21,10:02,2,,,clear,Orion,,"The place I obsearved Orion is urban area.There are some apartments,stores and so on.However,I didn't mind the lights,because they were not too bright.So,I could see Orion.",Japan
216653,GAN,15368,35.814,139.577,25.3154,2020-01-21,19:38,2020-01-21,10:38,2,,,clear,Taurus,,,Japan
216654,GAN,15369,35.7773,140.314,32.6254,2020-01-21,19:39,2020-01-21,10:39,3,,,clear,Orion,,,Japan
216656,GAN,15371,35.7813,139.676,6.12609,2020-01-21,20:03,2020-01-21,11:03,1,,,1/4 of sky,Taurus,,,Japan
216657,GAN,15372,35.7593,139.703,31.6145,2020-01-21,20:05,2020-01-21,11:05,1,,,1/4 of sky,Orion,,,Japan
216658,GAN,15373,35.7112,139.889,3.73416,2020-01-21,20:20,2020-01-21,11:20,1,,,1/4 of sky,Perseus,,,Japan
216659,GAN,15374,35.0167,135.746,42.4953,2020-01-21,20:27,2020-01-21,11:27,3,,,1/4 of sky,Taurus,,,Japan
216660,GAN,15375,35.7572,139.653,37.3843,2020-01-21,20:30,2020-01-21,11:30,2,,,clear,Orion,,,Japan
216661,GAN,15376,35.7688,139.69,28.9463,2020-01-21,20:35,2020-01-21,11:35,3,,,clear,Orion,,,Japan
216662,GAN,15377,35.7237,139.752,18.7237,2020-01-21,20:49,2020-01-21,11:49,4,,,clear,Taurus,,,Japan
216663,GAN,15378,35.8897,139.791,8.66109,2020-01-21,21:01,2020-01-21,12:01,2,,,clear,Perseus,,,Japan
216664,GAN,15379,35.6762,139.65,40.208,2020-01-21,20:58,2020-01-21,11:58,2,,,clear,Orion,,,Japan
216665,GAN,15380,36.2374,139.158,67.5298,2020-01-21,21:05,2020-01-21,12:05,3,,,1/4 of sky,Orion,,,Japan
216666,GAN,15381,33.5362,133.528,186.612,2020-01-21,18:52,2020-01-21,09:52,3,,,clear,Orion,,,Japan
216668,GAN,15383,35.7883,139.876,3.15831,2020-01-21,19:45,2020-01-21,10:45,3,,,1/2 of sky,Perseus,,,Japan
216669,GAN,15384,35.7856,139.669,6.68402,2020-01-21,21:46,2020-01-21,12:46,1,,,clear,Taurus,,,Japan
216670,GAN,15386,35.7295,139.608,49.8771,2020-01-21,21:52,2020-01-21,12:52,3,,,clear,Taurus,,,Japan
216671,GAN,15387,36.0796,139.633,13.7476,2020-01-21,21:54,2020-01-21,12:54,2,,,1/4 of sky,Orion,,,Japan
216672,GAN,15388,35.6787,139.603,53.8754,2020-01-21,21:56,2020-01-21,12:56,1,,,clear,Taurus,,,Japan
216673,GAN,15389,35.7178,139.871,2.60548,2020-01-21,20:07,2020-01-21,11:07,2,,,clear,Perseus,,,Japan
216674,GAN,15390,35.6082,139.696,41.8399,2020-01-21,22:02,2020-01-21,13:02,2,,,clear,Orion,,,Japan
216675,GAN,15391,35.4241,139.57,54.6699,2020-01-21,20:20,2020-01-21,11:20,4,,,clear,Orion,,,Japan
216676,GAN,15392,35.7075,139.976,24.2148,2020-01-21,22:11,2020-01-21,13:11,-9999,,,clear,Orion,,,Japan
216677,GAN,15393,35.7211,139.752,19.9875,2020-01-21,22:22,2020-01-21,13:22,-9999,,,clear,Orion,,,Japan
216678,GAN,15394,35.592,139.334,145.179,2020-01-21,22:23,2020-01-21,13:23,3,,,clear,Taurus,,,Japan
216679,GAN,15395,35.5922,139.334,145.444,2020-01-21,22:29,2020-01-21,13:29,3,,,clear,Orion,,,Japan
216680,GAN,15396,35.7396,139.672,40.2586,2020-01-21,22:30,2020-01-21,13:30,2,,,clear,Taurus,,,Japan
216681,GAN,15397,31.6153,130.531,12.4045,2020-01-21,22:38,2020-01-21,13:38,3,,,clear,Taurus,,,Japan
216682,GAN,15398,35.7072,139.47,79.4165,2020-01-21,22:28,2020-01-21,13:28,2,,,clear,Taurus,,,Japan
216683,SQM,15399,33.5305,133.825,116.505,2020-01-21,22:45,2020-01-21,13:45,7,21.53,,clear,Taurus,,,Japan
216684,GAN,15400,35.5921,139.686,14.0301,2020-01-21,22:45,2020-01-21,13:45,2,,,clear,Orion,,,Japan
216685,GAN,15401,35.7072,139.47,79.3975,2020-01-21,22:28,2020-01-21,13:28,2,,,clear,Orion,,,Japan
216686,GAN,15402,35.4171,140.253,22.7438,2020-01-21,22:42,2020-01-21,13:42,2,,,1/4 of sky,Orion,,,Japan
216687,GAN,15403,31.6153,130.531,14.3699,2020-01-21,22:47,2020-01-21,13:47,3,,,clear,Orion,,,Japan
216688,GAN,15404,35.7931,139.698,5.90889,2020-01-21,22:58,2020-01-21,13:58,3,,,clear,Orion,,,Japan
216689,GAN,15405,35.8127,139.69,5.23125,2020-01-21,22:56,2020-01-21,13:56,2,,,clear,Taurus,,,Japan
216690,GAN,15406,35.537,140.279,82.9093,2020-01-21,23:16,2020-01-21,14:16,4,,,1/4 of sky,Orion,,,Japan
216691,GAN,15407,35.6129,140.114,6.53892,2020-01-21,23:16,2020-01-21,14:16,2,,,clear,Taurus,,,Japan
216692,GAN,15408,35.8618,139.968,21.7072,2020-01-21,23:20,2020-01-21,14:20,1,,,clear,Taurus,,,Japan
216693,GAN,15409,35.7147,139.437,91.3155,2020-01-21,23:20,2020-01-21,14:20,3,,,clear,Orion,,,Japan
216694,GAN,15410,35.8103,139.707,5.69856,2020-01-21,23:41,2020-01-21,14:41,2,,,clear,Taurus,,,Japan
216695,GAN,15411,35.6775,139.759,3.67556,2020-01-21,23:35,2020-01-21,14:35,1,,,clear,Orion,,,Japan
216696,GAN,15412,35.8254,139.663,4.87218,2020-01-21,23:52,2020-01-21,14:52,2,,,clear,Taurus,,,Japan
216697,GAN,15413,35.7807,139.686,5.36043,2020-01-22,00:01,2020-01-21,15:01,2,,,clear,Taurus,,,Japan
216698,GAN,15414,36.0119,140.15,24.1404,2020-01-22,00:05,2020-01-21,15:05,3,,,clear,Orion,,,Japan
216699,GAN,15415,35.6929,139.709,34.8805,2020-01-22,00:11,2020-01-21,15:11,-9999,,,clear,Perseus,,,Japan
216700,GAN,15416,35.7723,139.709,24.2511,2020-01-22,23:50,2020-01-22,14:50,2,,,clear,Orion,,,Japan
216701,GAN,15417,35.7382,139.733,25.5673,2020-01-21,23:46,2020-01-21,14:46,1,,,clear,Perseus,,,Japan
216702,GAN,15418,36.2048,138.253,996.77,2020-01-22,00:34,2020-01-21,15:34,1,,,1/4 of sky,Perseus,,,Japan
216703,GAN,15419,35.7724,140.313,17.1126,2020-01-22,00:57,2020-01-21,15:57,2,,,clear,Taurus,,,Japan
216706,GAN,15422,35.6087,139.606,17.5628,2020-01-21,21:08,2020-01-21,12:08,2,,,1/4 of sky,Orion,,,Japan
216707,GAN,15424,35.7804,139.673,9.0532,2020-01-22,02:06,2020-01-21,17:06,1,,,clear,Orion,,,Japan
216710,GAN,15431,36.2048,138.253,996.77,2020-01-22,00:34,2020-01-21,15:34,1,,,1/4 of sky,Perseus,,,Japan
216742,GAN,15474,35.7594,139.459,77.0171,2020-01-22,10:43,2020-01-22,01:43,3,,,clear,Orion,,,Japan
216757,GAN,15491,35.6879,139.596,49.6526,2020-01-22,14:52,2020-01-22,05:52,2,,,over 1/2 of sky,Taurus,,,Japan
216758,GAN,15492,34.6793,135.095,99.8703,2020-01-21,19:00,2020-01-21,10:00,2,,,clear,Taurus,,,Japan
216760,GAN,15497,35.5453,140.213,61.2623,2020-01-21,19:20,2020-01-21,10:20,2,,,1/4 of sky,Orion,,,Japan
216762,GAN,15500,35.9644,139.647,10.6205,2020-01-22,19:20,2020-01-22,10:20,2,,,1/4 of sky,Taurus,,,Japan
216763,GAN,15501,36.1663,136.772,2303.49,2020-01-22,18:25,2020-01-22,09:25,2,,,1/4 of sky,Orion,,,Japan
216765,GAN,15504,35.7636,139.709,24.78,2020-01-22,19:02,2020-01-22,10:02,-9999,,,over 1/2 of sky,Taurus,,,Japan
216766,GAN,15505,35.8435,139.644,8.89778,2020-01-22,19:30,2020-01-22,10:30,1,,,over 1/2 of sky,Taurus,,,Japan
216767,GAN,15506,35.7032,139.752,3.76612,2020-01-21,21:33,2020-01-21,12:33,1,,,1/4 of sky,Taurus,,,Japan
216768,GAN,15507,35.6804,139.769,4.02773,2020-01-22,19:46,2020-01-22,10:46,2,,,1/2 of sky,Perseus,,,Japan
216769,GAN,15508,35.7865,139.672,5.66974,2020-01-22,20:03,2020-01-22,11:03,1,,,over 1/2 of sky,Taurus,,,Japan
216770,GAN,15509,36.2048,138.253,996.77,2020-01-22,20:45,2020-01-22,11:45,4,,,clear,Perseus,,,Japan
216772,GAN,15511,35.7378,139.654,45.0225,2020-01-21,21:40,2020-01-21,12:40,2,,,1/4 of sky,Orion,,,Japan
216773,GAN,15512,35.7516,139.71,33.5508,2020-01-22,21:13,2020-01-22,12:13,-9999,,,clear,Orion,,,Japan
216774,GAN,15513,35.7512,139.709,33.4719,2020-01-22,21:20,2020-01-22,12:20,2,,,1/4 of sky,Perseus,,,Japan
216776,GAN,15516,36.0113,139.561,22.0762,2020-01-22,21:52,2020-01-22,12:52,3,,,clear,Orion,,,Japan
216777,GAN,15518,35.4162,139.549,40.0356,2020-01-22,22:27,2020-01-22,13:27,2,,,1/4 of sky,Taurus,,,Japan
216778,GAN,15519,35.5326,140.264,83.2641,2020-01-22,22:30,2020-01-22,13:30,3,,,over 1/2 of sky,Orion,,,Japan
216779,GAN,15520,35.7356,139.652,44.4647,2020-01-22,21:38,2020-01-22,12:38,-9999,,,1/2 of sky,Orion,,,Japan
216780,GAN,15521,35.7039,139.909,2.06312,2020-01-22,22:37,2020-01-22,13:37,1,,,1/4 of sky,Orion,,,Japan
216781,GAN,15522,35.6087,139.515,77.0063,2020-01-22,22:54,2020-01-22,13:54,1,,,1/4 of sky,Orion,,,Japan
216782,GAN,15523,35.7869,139.816,4.75702,2020-01-21,22:58,2020-01-21,13:58,1,,,clear,Orion,,,Japan
216783,GAN,15524,35.7871,139.673,33.4719,2020-01-22,22:57,2020-01-22,13:57,2,,,1/4 of sky,Perseus,,,Japan
216784,GAN,15525,35.9095,139.617,17.8564,2020-01-19,23:40,2020-01-19,14:40,2,,,1/4 of sky,Orion,,,Japan
216785,GAN,15527,35.8267,139.735,5.9795,2020-01-22,23:17,2020-01-22,14:17,2,,,over 1/2 of sky,Orion,,,Japan
216786,GAN,15528,35.6931,140.032,10.5875,2020-01-22,23:28,2020-01-22,14:28,2,,,1/4 of sky,Orion,,,Japan
216787,GAN,15529,35.7778,139.627,31.4639,2020-01-22,23:37,2020-01-22,14:37,2,,,over 1/2 of sky,Taurus,,,Japan
216788,GAN,15530,35.5327,139.325,127.142,2020-01-22,23:38,2020-01-22,14:38,2,,,over 1/2 of sky,Orion,,,Japan
216789,GAN,15531,35.8159,139.532,38.329,2020-01-22,20:30,2020-01-22,11:30,3,,,clear,Orion,,,Japan
216790,GAN,15532,35.7774,139.703,24.9676,2020-01-22,23:57,2020-01-22,14:57,2,,,1/4 of sky,Taurus,,,Japan
216791,GAN,15533,35.4003,139.308,40.031,2020-01-22,23:57,2020-01-22,14:57,2,,,clear,Orion,,,Japan
216792,GAN,15534,35.7774,139.703,23.1373,2020-01-22,23:59,2020-01-22,14:59,2,,,1/4 of sky,Orion,,,Japan
216793,GAN,15535,35.8221,139.928,29.1275,2020-01-21,22:34,2020-01-21,13:34,3,,,clear,Orion,,,Japan
216794,GAN,15536,35.7502,139.489,67.7753,2020-01-22,23:00,2020-01-22,14:00,2,,,1/4 of sky,Perseus,,,Japan
216795,GAN,15537,35.7798,139.737,3.38233,2020-01-23,23:50,2020-01-23,14:50,-9999,,,over 1/2 of sky,Taurus,,,Japan
216801,GAN,15545,35.6208,139.57,22.6026,2020-01-22,22:50,2020-01-22,13:50,3,,,1/4 of sky,Orion,,,Japan
216802,GAN,15546,35.7234,139.75,25.8698,2020-01-23,02:54,2020-01-22,17:54,1,,,1/4 of sky,Taurus,,,Japan
216805,GAN,15549,35.8722,139.646,18.1888,2020-01-19,23:38,2020-01-19,14:38,4,,,clear,Orion,,,Japan
216812,GAN,15557,35.7112,139.798,12.0523,2020-01-21,23:45,2020-01-21,14:45,2,,,1/2 of sky,Orion,,,Japan
216817,GAN,15563,35.7182,139.793,4.53069,2020-01-19,23:58,2020-01-19,14:58,3,,,clear,Perseus,,,Japan
216829,GAN,15576,35.6707,139.864,1.16299,2020-01-22,01:00,2020-01-21,16:00,2,,,1/4 of sky,Taurus,,,Japan
216831,GAN,15580,35.7282,139.954,12.1277,2020-01-20,23:15,2020-01-20,14:15,2,,,clear,Orion,,,Japan
216837,GAN,15587,35.7814,139.607,40.0718,2020-01-20,22:30,2020-01-20,13:30,1,,,clear,Orion,,,Japan
216839,GAN,15590,35.805,139.42,96.9491,2020-01-22,23:30,2020-01-22,14:30,2,,,1/4 of sky,Orion,,,Japan
216845,GAN,15597,35.9244,139.899,16.8834,2020-01-21,23:50,2020-01-21,14:50,3,,,clear,Orion,,,Japan
216847,GAN,15600,35.7317,140.275,11.1981,2020-01-22,23:00,2020-01-22,14:00,1,,,1/4 of sky,Taurus,,,Japan
216857,GAN,15615,33.0735,130.535,78.2254,2020-01-21,19:30,2020-01-21,10:30,3,,,clear,Orion,,,Japan
216859,GAN,15618,33.4656,133.477,3.11212,2020-01-23,20:23,2020-01-23,11:23,5,,,clear,Orion,,,Japan
216860,GAN,15619,35.7275,139.741,24.6858,2020-01-23,20:35,2020-01-23,11:35,2,,,over 1/2 of sky,Orion,,,Japan
216861,GAN,15620,35.7235,139.302,136.925,2020-01-23,20:52,2020-01-23,11:52,3,,,1/2 of sky,Orion,,,Japan
216863,GAN,15622,35.7282,139.954,12.1277,2020-01-20,22:17,2020-01-20,13:17,2,,,clear,Perseus,,,Japan
216864,GAN,15623,35.6941,139.765,5.65631,2020-01-23,22:45,2020-01-23,13:45,1,,,1/2 of sky,Orion,,,Japan
216865,GAN,15624,36.0697,139.683,10.5323,2020-01-23,23:26,2020-01-23,14:26,2,,,1/2 of sky,Taurus,,,Japan
216866,GAN,15625,35.8744,139.409,47.0148,2020-01-23,23:27,2020-01-23,14:27,2,,,1/4 of sky,Perseus,,,Japan
216867,GAN,15626,35.7066,139.842,0.583642,2020-01-23,23:48,2020-01-23,14:48,-9999,,,clear,Taurus,,,Japan
216870,GAN,15632,35.7714,139.641,35.2805,2020-01-24,01:39,2020-01-23,16:39,1,,,over 1/2 of sky,Orion,,,Japan
216874,GAN,15636,35.7506,139.71,33.8492,2020-01-24,02:28,2020-01-23,17:28,2,,,1/4 of sky,Perseus,,,Japan
216881,SQM,15643,61.4646,25.1128,132.443,2020-01-24,05:10,2020-01-23,20:10,-9999,6.0,,clear,Orion,,,Japan
216882,SQM,15644,35.753,139.701,26.7992,2020-01-24,05:15,2020-01-23,20:15,-9999,6.0,,clear,Orion,,,Japan
216926,GAN,15698,35.7135,139.757,11.9049,2020-01-21,20:30,2020-01-21,11:30,3,,,clear,Orion,,,Japan
216932,GAN,15708,35.8667,139.659,13.8967,2020-01-24,18:41,2020-01-24,09:41,1,,,clear,Taurus,,,Japan
216933,GAN,15710,35.4212,139.345,46.0389,2020-01-24,19:33,2020-01-24,10:33,3,,,1/4 of sky,Taurus,,,Japan
216934,GAN,15711,35.8881,139.786,7.10355,2020-01-24,19:46,2020-01-24,10:46,3,,,1/2 of sky,Orion,,,Japan
216935,GAN,15712,35.4306,139.557,35.9471,2020-01-24,20:04,2020-01-24,11:04,-9999,,,over 1/2 of sky,Orion,,,Japan
216936,GAN,15713,35.7628,139.688,33.1704,2020-01-24,20:00,2020-01-24,11:00,7,,,1/4 of sky,Orion,,,Japan
216937,GAN,15714,36.2048,138.253,3.64895,2020-01-24,20:28,2020-01-24,11:28,1,,,1/4 of sky,Perseus,,,Japan
216938,GAN,15716,35.7387,139.719,32.1987,2020-01-24,20:35,2020-01-24,11:35,1,,,over 1/2 of sky,Orion,,,Japan
216939,GAN,15717,35.7393,139.766,7.61579,2020-01-24,20:59,2020-01-24,11:59,1,,,1/4 of sky,Orion,,,Japan
216940,GAN,15718,35.8513,139.986,25.6514,2020-01-24,21:06,2020-01-24,12:06,1,,,clear,Orion,,,Japan
216941,GAN,15719,35.7693,139.733,5.64558,2020-01-24,21:26,2020-01-24,12:26,1,,,1/4 of sky,Orion,,,Japan
216943,GAN,15722,35.7228,139.754,28.9935,2020-01-24,21:28,2020-01-24,12:28,1,,,1/4 of sky,Orion,,,Japan
216944,GAN,15723,35.6651,139.819,4.3885,2020-01-24,21:15,2020-01-24,12:15,2,,,1/4 of sky,Orion,,,Japan
216945,GAN,15724,35.7779,139.688,27.8325,2020-01-21,21:00,2020-01-21,12:00,1,,,1/4 of sky,Orion,,,Japan
216946,GAN,15726,35.7102,139.989,20.4924,2020-01-24,21:49,2020-01-24,12:49,3,,,clear,Taurus,,,Japan
216948,GAN,15728,35.7496,139.713,32.6647,2020-01-24,22:26,2020-01-24,13:26,-9999,,,1/4 of sky,Orion,,,Japan
216950,GAN,15730,35.6698,139.703,33.1759,2020-01-24,22:31,2020-01-24,13:31,1,,,1/2 of sky,Taurus,,,Japan
216952,GAN,15732,35.6426,140.053,4.86119,2020-01-24,22:34,2020-01-24,13:34,1,,,1/2 of sky,Orion,,,Japan
216953,GAN,15733,35.6737,140.081,12.4145,2020-01-24,22:40,2020-01-24,13:40,2,,,over 1/2 of sky,Perseus,,,Japan
216955,GAN,15736,35.7525,139.712,32.8394,2020-01-18,22:16,2020-01-18,13:16,2,,,1/2 of sky,Orion,,,Japan
216956,GAN,15737,35.6583,139.853,6.80433,2020-01-24,22:52,2020-01-24,13:52,1,,,1/4 of sky,Orion,,,Japan
216957,GAN,15738,35.8348,139.677,7.18745,2020-01-24,20:02,2020-01-24,11:02,1,,,1/2 of sky,Orion,,,Japan
216958,GAN,15741,35.7304,139.747,27.0887,2020-01-24,23:27,2020-01-24,14:27,2,,,1/4 of sky,Orion,,,Japan
216959,GAN,15742,35.7309,139.842,0.916418,2020-01-24,23:32,2020-01-24,14:32,2,,,1/4 of sky,Taurus,,,Japan
216960,GAN,15743,35.6908,139.686,27.9276,2020-01-24,23:38,2020-01-24,14:38,3,,,1/4 of sky,Taurus,,,Japan
216961,GAN,15744,35.7655,139.736,3.44835,2020-01-24,23:47,2020-01-24,14:47,-9999,,,clear,Orion,,,Japan
216962,GAN,15745,35.7268,139.747,21.0476,2020-01-22,21:20,2020-01-22,12:20,3,,,1/4 of sky,Taurus,,,Japan
216963,GAN,15746,35.6955,139.768,4.98299,2020-01-25,00:04,2020-01-24,15:04,3,,,1/4 of sky,Taurus,,,Japan
216965,GAN,15749,35.6782,139.894,2.89726,2020-01-25,00:40,2020-01-24,15:40,3,,,clear,Orion,,,Japan
216966,GAN,15750,35.966,139.54,18.4912,2020-01-25,00:55,2020-01-24,15:55,2,,,1/2 of sky,Perseus,,,Japan
216967,GAN,15751,35.7481,140.288,35.6338,2020-01-17,23:00,2020-01-17,14:00,3,,,clear,Taurus,,,Japan
216974,GAN,15759,35.4828,139.615,36.4852,2020-01-25,03:42,2020-01-24,18:42,1,,,over 1/2 of sky,Perseus,,,Japan
216975,GAN,15760,35.4828,139.615,36.4852,2020-01-25,03:42,2020-01-24,18:42,1,,,over 1/2 of sky,Perseus,,,Japan
216976,GAN,15762,35.6978,139.775,6.49994,2020-01-25,03:56,2020-01-24,18:56,1,,,1/4 of sky,Taurus,,,Japan
217000,GAN,15795,35.7267,139.747,28.057,2020-01-21,22:30,2020-01-21,13:30,2,,,1/4 of sky,Taurus,,,Japan
217022,GAN,15819,31.9621,131.464,13.1748,2020-01-18,19:30,2020-01-18,10:30,4,,,clear,Orion,clear sky,miyazaki in japan,Japan
217025,GAN,15822,31.9145,131.434,8.00419,2020-01-21,19:30,2020-01-21,10:30,3,,,clear,Orion,clear sky,miyazaki in japan,Japan
217026,SQM,15823,36.2248,140.106,815.01,2020-01-25,18:39,2020-01-25,09:39,3,19.1,,1/4 of sky,Taurus,,,Japan
217027,GAN,15824,35.7564,139.699,26.1797,2020-01-25,19:04,2020-01-25,10:04,-9999,,,over 1/2 of sky,Orion,,,Japan
217028,GAN,15827,35.7272,139.753,23.5824,2020-01-25,19:35,2020-01-25,10:35,-9999,,,over 1/2 of sky,Taurus,,,Japan
217029,GAN,15828,35.7374,139.414,105.933,2020-01-25,19:38,2020-01-25,10:38,-9999,,,clear,Taurus,,,Japan
217030,GAN,15829,35.6091,139.647,28.8187,2020-01-25,19:30,2020-01-25,10:30,-9999,,,1/2 of sky,Taurus,,,Japan
217031,GAN,15830,35.8915,139.793,8.01703,2020-01-25,20:04,2020-01-25,11:04,1,,,clear,Taurus,,,Japan
217032,GAN,15831,35.8242,139.804,6.06287,2020-01-20,20:10,2020-01-20,11:10,2,,,clear,Orion,,,Japan
217033,GAN,15832,35.7767,139.683,9.48758,2020-01-25,21:12,2020-01-25,12:12,2,,,1/2 of sky,Taurus,,,Japan
217034,GAN,15833,35.7767,139.669,30.3145,2020-01-25,21:16,2020-01-25,12:16,3,,,1/4 of sky,Perseus,,,Japan
217035,GAN,15834,35.7264,140.028,29.8654,2020-01-23,19:35,2020-01-23,10:35,2,,,1/2 of sky,Taurus,,,Japan
217036,GAN,15835,35.7373,139.414,107.029,2020-01-25,21:26,2020-01-25,12:26,-9999,,,clear,Taurus,,,Japan
217037,GAN,15836,35.9133,139.792,6.4585,2020-01-25,21:24,2020-01-25,12:24,1,,,over 1/2 of sky,Taurus,,,Japan
217038,GAN,15838,35.5592,139.438,86.4152,2020-01-25,21:25,2020-01-25,12:25,-9999,,,over 1/2 of sky,Orion,,,Japan
217039,GAN,15839,35.7995,139.568,34.086,2020-01-19,23:38,2020-01-19,14:38,3,,,clear,Orion,,,Japan
217040,GAN,15840,35.7125,139.994,23.8222,2020-01-25,21:48,2020-01-25,12:48,1,,,1/2 of sky,Orion,,,Japan
217041,GAN,15841,35.7136,139.928,4.03138,2020-01-25,22:15,2020-01-25,13:15,2,,,1/2 of sky,Perseus,,,Japan
217042,GAN,15842,35.5447,139.522,55.1127,2020-01-25,22:30,2020-01-25,13:30,2,,,1/4 of sky,Perseus,,,Japan
217044,GAN,15844,35.7323,139.747,25.6359,2020-01-25,22:39,2020-01-25,13:39,-9999,,,over 1/2 of sky,Orion,,,Japan
217045,GAN,15845,35.7822,139.734,5.36155,2020-01-25,22:38,2020-01-25,13:38,2,,,over 1/2 of sky,Orion,,,Japan
217046,GAN,15846,36.7252,140.485,242.193,2020-01-25,22:44,2020-01-25,13:44,2,,,1/4 of sky,Taurus,,,Japan
217047,GAN,15848,35.6074,140.107,4.10585,2020-01-25,23:23,2020-01-25,14:23,-9999,,,1/4 of sky,Perseus,,,Japan
217048,GAN,15849,35.635,140.065,4.60942,2020-01-25,23:24,2020-01-25,14:24,1,,,1/2 of sky,Perseus,Cloudy,on the building,Japan
217049,GAN,15850,35.7493,139.709,36.6338,2020-01-20,23:44,2020-01-20,14:44,1,,,clear,Orion,,,Japan
217050,GAN,15852,35.7337,139.739,25.7759,2020-01-20,20:52,2020-01-20,11:52,2,,,clear,Orion,,,Japan
217051,GAN,15853,35.7433,139.738,20.8394,2020-01-20,23:58,2020-01-20,14:58,2,,,clear,Orion,,,Japan
217053,GAN,15858,35.7732,139.894,5.9098,2020-01-24,23:21,2020-01-24,14:21,1,,,1/4 of sky,Taurus,,,Japan
217055,GAN,15860,35.7668,139.703,24.1888,2020-01-24,21:06,2020-01-24,12:06,2,,,clear,Taurus,,,Japan
217067,GAN,15875,35.576,139.737,4.03283,2020-01-26,20:25,2020-01-26,11:25,2,,,clear,Taurus,,,Japan
217068,GAN,15876,35.576,139.737,4.11521,2020-01-23,20:25,2020-01-23,11:25,2,,,clear,Taurus,,,Japan
217069,GAN,15877,35.576,139.737,4.11521,2020-01-23,20:25,2020-01-23,11:25,2,,,clear,Taurus,,,Japan
217084,GAN,15895,35.6691,139.679,26.8517,2020-01-21,22:50,2020-01-21,13:50,2,,,clear,Orion,,,Japan
217098,GAN,15910,36.0313,140.167,25.65,2020-01-24,19:11,2020-01-24,10:11,2,,,1/4 of sky,Orion,,,Japan
217134,GAN,15948,35.6891,140.186,30.2432,2020-01-25,20:30,2020-01-25,11:30,2,,,1/2 of sky,Taurus,,,Japan
