ID,ObsType,ObsDateTime,Latitude,Longitude,Elevation,UTCOffset,LimitingMag,CloudCover,SQMReading,SQMSerial,Constellation,SkyComment,LocationComment,Country
271688,Globe at Night,2022-01-27 09:19:00+00:00,35.7824,139.689,4.8476,-540,1,-1,,,Orion,,,Japan
271687,Globe at Night,2022-01-27 09:15:00+00:00,35.8985,139.593,11.6287,-540,3,25,,,Orion,,,Japan
271686,Globe at Night,2022-01-27 08:16:00+00:00,35.5566,139.66,7.652,-540,2,25,,,Orion,,,Japan
271684,Globe at Night,2022-01-27 06:15:00+00:00,35.7115,139.866,1.60425,-540,2,25,,,Orion,,,Japan
271683,Globe at Night,2022-01-27 08:35:00+00:00,35.7167,139.876,1.68799,-540,3,-1,,,Orion,,,Japan
271681,Globe at Night,2022-01-27 07:30:00+00:00,35.9919,139.661,10.3294,-540,3,-1,,,Orion,,,Japan
271680,Globe at Night,2022-01-27 07:24:00+00:00,35.6624,139.779,4.0,-540,-9999,25,,,Orion,,,Japan
271679,Globe at Night,2022-01-27 07:18:00+00:00,36.1256,140.24,29.5127,-540,3,-1,,,Orion,,,Japan
271678,Globe at Night,2022-01-27 06:30:00+00:00,35.6987,139.815,2.00525,-540,3,-1,,,Orion,,,Japan
271677,Globe at Night,2022-01-27 06:01:00+00:00,35.7403,140.202,5.41697,-540,4,-1,,,Orion,,,Japan
271676,Globe at Night,2022-01-27 05:43:00+00:00,35.7225,139.748,17.8694,-540,1,-1,,,Orion,,,Japan
271675,Globe at Night,2022-01-27 05:42:00+00:00,35.7296,139.747,27.4322,-540,1,-1,,,Orion,,,Japan
271674,Globe at Night,2022-01-27 05:37:00+00:00,35.7295,139.747,27.3692,-540,-9999,-1,,,Orion,,,Japan
271673,Globe at Night,2022-01-27 05:34:00+00:00,35.7295,139.747,27.3171,-540,-9999,-1,,,Orion,,,Japan
271671,Globe at Night,2022-01-27 05:20:00+00:00,35.7357,139.75,23.6638,-540,1,-1,,,Orion,,,Japan
271670,Globe at Night,2022-01-27 05:08:00+00:00,35.8984,139.776,6.86298,-540,3,-1,,,Orion,,,Japan
271669,Globe at Night,2022-01-27 05:06:00+00:00,35.7351,139.75,21.8576,-540,3,-1,,,Orion,,,Japan
271667,Globe at Night,2022-01-27 04:40:00+00:00,35.1283,138.887,35.6983,-540,3,-1,,,Orion,,,Japan
271665,Globe at Night,2022-01-25 08:59:00+00:00,35.8666,140.076,18.565,-540,3,-1,,,Orion,,,Japan
271657,Globe at Night,2022-01-26 05:35:00+00:00,33.5245,130.541,97.4397,-540,4,25,,,Orion,,,Japan
271572,Globe at Night,2022-01-26 10:06:00+00:00,35.7048,139.902,3.19764,-540,1,50,,,Orion,,,Japan
271569,Globe at Night,2022-01-26 06:22:00+00:00,35.4756,134.798,16.7995,-540,4,25,,,Orion,,,Japan
271566,Globe at Night,2022-01-26 07:53:00+00:00,36.6791,136.87,29.5363,-540,2,75,,,Orion,,,Japan
271565,Globe at Night,2022-01-26 07:43:00+00:00,35.8734,140.005,19.492,-540,-9999,75,,,Orion,,,Japan
271564,Globe at Night,2022-01-26 07:43:00+00:00,35.8734,140.005,19.492,-540,-9999,75,,,Orion,,,Japan
271557,Globe at Night,2022-01-26 04:23:00+00:00,35.1267,136.792,0.546787,-540,-9999,75,,,Orion,,,Japan
271537,Globe at Night,2022-01-25 04:49:00+00:00,35.8051,139.578,32.6113,-540,3,-1,,,Orion,,,Japan
271515,Globe at Night,2022-01-25 07:34:00+00:00,35.7286,139.564,59.5855,-540,-9999,-1,,,Orion,,,Japan
271498,Globe at Night,2022-01-26 08:40:00+00:00,38.2779,140.874,46.7666,-540,3,50,,,Orion,,,Japan
271495,Globe at Night,2022-01-25 08:50:00+00:00,35.7911,139.672,5.42583,-540,1,-1,,,Orion,,,Japan
271494,Globe at Night,2022-01-25 07:52:00+00:00,35.4251,139.66,20.5784,-540,2,-1,,,Orion,,,Japan
271493,Globe at Night,2022-01-25 07:52:00+00:00,35.7581,139.693,24.1476,-540,-9999,-1,,,Orion,,,Japan
271491,Globe at Night,2022-01-25 07:44:00+00:00,35.7964,139.72,2.01526,-540,1,-1,,,Orion,,,Japan
271490,Globe at Night,2022-01-25 07:34:00+00:00,35.7286,139.564,59.5855,-540,-9999,-1,,,Orion,,,Japan
271489,Globe at Night,2022-01-25 07:28:00+00:00,35.8328,139.429,75.6291,-540,3,-1,,,Orion,,,Japan
271488,Globe at Night,2022-01-25 06:32:00+00:00,32.9751,129.951,44.3355,-540,3,-1,,,Orion,,,Japan
271487,Globe at Night,2022-01-25 06:23:00+00:00,35.7404,139.606,43.4257,-540,3,-1,,,Orion,,,Japan
271486,Globe at Night,2022-01-25 05:28:00+00:00,35.9832,140.104,23.1028,-540,3,-1,,,Orion,,,Japan
271485,Globe at Night,2022-01-25 04:49:00+00:00,35.8051,139.578,32.6113,-540,3,-1,,,Orion,,,Japan
271484,Globe at Night,2022-01-25 04:31:00+00:00,35.7913,140.056,25.1858,-540,2,25,,,Orion,,,Japan
271483,Globe at Night,2022-01-25 04:13:00+00:00,35.9242,138.419,1390.75,-540,5,-1,,,Orion,,,Japan
271192,Globe at Night,2022-01-04 06:00:00+00:00,35.2186,139.684,38.8558,-540,3,-1,,,Orion,,,Japan
271189,Globe at Night,2022-01-04 06:17:00+00:00,35.6346,140.194,35.0435,-540,2,-1,,,Orion,,,Japan
271187,Globe at Night,2022-01-03 05:10:00+00:00,35.6512,139.549,40.154,-540,2,-1,,,Orion,,,Japan
271186,Globe at Night,2022-01-04 04:02:00+00:00,36.2437,139.201,46.1537,-540,3,-1,,,Orion,,,Japan
271163,Globe at Night,2022-01-03 08:46:00+00:00,35.9472,139.634,12.8232,-540,2,-1,,,Orion,,,Japan
271162,Globe at Night,2022-01-03 07:00:00+00:00,35.7318,139.729,19.5386,-540,1,-1,,,Orion,,,Japan
271161,Globe at Night,2022-01-03 05:10:00+00:00,35.6512,139.549,40.154,-540,2,-1,,,Orion,,,Japan
271149,Globe at Night,2022-01-02 10:13:00+00:00,35.2344,136.966,18.4301,-540,3,-1,,,Orion,,,Japan
271148,Globe at Night,2022-01-02 08:23:00+00:00,35.4876,132.954,22.1954,-540,5,-1,,,Orion,,,Japan
271147,Globe at Night,2022-01-02 07:42:00+00:00,35.3837,139.532,15.7438,-540,4,-1,,,Orion,,,Japan
